br_exp_ID,br_ID,util_name,billing_period,payment_amount,payment_date
6442,5,Internet,2025-06,249.56,2025-06-28
6443,5,Maintenance,2025-06,492.18,2025-06-28
6444,5,Waste Management,2025-06,143.42,2025-06-28
6445,6,Rent,2025-06,8179.26,2025-06-28
6446,6,Electricity,2025-06,1154.70,2025-06-28
6447,6,Water,2025-06,158.30,2025-06-28
6448,6,Internet,2025-06,249.56,2025-06-28
6449,6,Maintenance,2025-06,660.64,2025-06-28
6450,6,Waste Management,2025-06,175.18,2025-06-28
6451,7,Rent,2025-06,7044.91,2025-06-28
6452,7,Electricity,2025-06,969.86,2025-06-28
6453,7,Water,2025-06,119.11,2025-06-28
6454,7,Internet,2025-06,249.56,2025-06-28
6455,7,Maintenance,2025-06,691.27,2025-06-28
6456,7,Waste Management,2025-06,158.76,2025-06-28
6457,8,Rent,2025-06,7701.64,2025-06-28
6458,8,Electricity,2025-06,1135.20,2025-06-28
6459,8,Water,2025-06,129.77,2025-06-28
6460,8,Internet,2025-06,249.56,2025-06-28
6461,8,Maintenance,2025-06,813.41,2025-06-28
6462,8,Waste Management,2025-06,168.34,2025-06-28
6463,9,Rent,2025-06,6029.96,2025-06-28
6464,9,Electricity,2025-06,938.20,2025-06-28
6465,9,Water,2025-06,111.83,2025-06-28
6466,9,Internet,2025-06,249.56,2025-06-28
6467,9,Maintenance,2025-06,439.56,2025-06-28
6468,9,Waste Management,2025-06,136.02,2025-06-28
6469,10,Rent,2025-06,7462.83,2025-06-28
6470,10,Electricity,2025-06,1166.69,2025-06-28
6471,10,Water,2025-06,136.61,2025-06-28
6472,10,Internet,2025-06,249.56,2025-06-28
6473,10,Maintenance,2025-06,730.08,2025-06-28
6474,10,Waste Management,2025-06,172.51,2025-06-28
6475,11,Rent,2025-06,7164.31,2025-06-28
6476,11,Electricity,2025-06,1073.85,2025-06-28
6477,11,Water,2025-06,122.34,2025-06-28
6478,11,Internet,2025-06,249.56,2025-06-28
6479,11,Maintenance,2025-06,741.92,2025-06-28
6480,11,Waste Management,2025-06,151.00,2025-06-28
6481,12,Rent,2025-06,5791.15,2025-06-28
6482,12,Electricity,2025-06,849.24,2025-06-28
6483,12,Water,2025-06,99.94,2025-06-28
6484,12,Internet,2025-06,249.56,2025-06-28
6485,12,Maintenance,2025-06,394.03,2025-06-28
6486,12,Waste Management,2025-06,125.88,2025-06-28
6487,13,Rent,2025-06,3940.37,2025-06-28
6488,13,Electricity,2025-06,585.47,2025-06-28
6489,13,Water,2025-06,74.03,2025-06-28
6490,13,Internet,2025-06,249.56,2025-06-28
6491,13,Maintenance,2025-06,268.69,2025-06-28
6492,13,Waste Management,2025-06,83.14,2025-06-28
6493,14,Rent,2025-06,6447.88,2025-06-28
6494,14,Electricity,2025-06,952.13,2025-06-28
6495,14,Water,2025-06,105.62,2025-06-28
6496,14,Internet,2025-06,249.56,2025-06-28
6497,14,Maintenance,2025-06,691.78,2025-06-28
6498,14,Waste Management,2025-06,137.30,2025-06-28
6499,15,Rent,2025-06,6089.67,2025-06-28
6500,15,Electricity,2025-06,847.17,2025-06-28
6501,15,Water,2025-06,104.32,2025-06-28
6502,15,Internet,2025-06,249.56,2025-06-28
6503,15,Maintenance,2025-06,637.46,2025-06-28
6504,15,Waste Management,2025-06,133.27,2025-06-28
6505,16,Rent,2025-06,8716.58,2025-06-28
6506,16,Electricity,2025-06,1317.05,2025-06-28
6507,16,Water,2025-06,155.20,2025-06-28
6508,16,Internet,2025-06,249.56,2025-06-28
6509,16,Maintenance,2025-06,978.41,2025-06-28
6510,16,Waste Management,2025-06,197.43,2025-06-28
6511,17,Rent,2025-06,8358.37,2025-06-28
6512,17,Electricity,2025-06,1139.24,2025-06-28
6513,17,Water,2025-06,159.21,2025-06-28
6514,17,Internet,2025-06,249.56,2025-06-28
6515,17,Maintenance,2025-06,847.38,2025-06-28
6516,17,Waste Management,2025-06,177.43,2025-06-28
6517,1,Rent,2025-07,15462.98,2025-07-28
6518,1,Electricity,2025-07,1851.31,2025-07-28
6519,1,Water,2025-07,284.40,2025-07-28
6520,1,Internet,2025-07,249.56,2025-07-28
6521,1,Maintenance,2025-07,1328.72,2025-07-28
6522,1,Waste Management,2025-07,348.80,2025-07-28
6523,2,Rent,2025-07,11880.82,2025-07-28
6524,2,Electricity,2025-07,1643.91,2025-07-28
6525,2,Water,2025-07,228.19,2025-07-28
6526,2,Internet,2025-07,249.56,2025-07-28
6527,2,Maintenance,2025-07,1265.93,2025-07-28
6528,2,Waste Management,2025-07,266.68,2025-07-28
6529,3,Rent,2025-07,9850.93,2025-07-28
6530,3,Electricity,2025-07,1315.30,2025-07-28
6531,3,Water,2025-07,192.90,2025-07-28
6532,3,Internet,2025-07,249.56,2025-07-28
6533,3,Maintenance,2025-07,740.30,2025-07-28
6534,3,Waste Management,2025-07,223.56,2025-07-28
6535,4,Rent,2025-07,8000.15,2025-07-28
6536,4,Electricity,2025-07,995.02,2025-07-28
6537,4,Water,2025-07,144.27,2025-07-28
6538,4,Internet,2025-07,249.56,2025-07-28
6539,4,Maintenance,2025-07,601.58,2025-07-28
6540,4,Waste Management,2025-07,184.67,2025-07-28
6541,5,Rent,2025-07,6209.07,2025-07-28
6542,5,Electricity,2025-07,825.03,2025-07-28
6543,5,Water,2025-07,101.04,2025-07-28
6544,5,Internet,2025-07,249.56,2025-07-28
6545,5,Maintenance,2025-07,661.52,2025-07-28
6546,5,Waste Management,2025-07,141.96,2025-07-28
6547,6,Rent,2025-07,8179.26,2025-07-28
6548,6,Electricity,2025-07,1143.38,2025-07-28
6549,6,Water,2025-07,158.76,2025-07-28
6550,6,Internet,2025-07,249.56,2025-07-28
6551,6,Maintenance,2025-07,707.66,2025-07-28
6552,6,Waste Management,2025-07,180.72,2025-07-28
6553,7,Rent,2025-07,7044.91,2025-07-28
6554,7,Electricity,2025-07,922.83,2025-07-28
6555,7,Water,2025-07,134.16,2025-07-28
6556,7,Internet,2025-07,249.56,2025-07-28
6557,7,Maintenance,2025-07,630.35,2025-07-28
6558,7,Waste Management,2025-07,148.52,2025-07-28
6559,8,Rent,2025-07,7701.64,2025-07-28
6560,8,Electricity,2025-07,987.35,2025-07-28
6561,8,Water,2025-07,144.13,2025-07-28
6562,8,Internet,2025-07,249.56,2025-07-28
6563,8,Maintenance,2025-07,752.15,2025-07-28
6564,8,Waste Management,2025-07,163.89,2025-07-28
6565,9,Rent,2025-07,6029.96,2025-07-28
6566,9,Electricity,2025-07,752.85,2025-07-28
6567,9,Water,2025-07,109.90,2025-07-28
6568,9,Internet,2025-07,249.56,2025-07-28
6569,9,Maintenance,2025-07,595.88,2025-07-28
6570,9,Waste Management,2025-07,133.32,2025-07-28
6571,10,Rent,2025-07,7462.83,2025-07-28
6572,10,Electricity,2025-07,976.29,2025-07-28
6573,10,Water,2025-07,121.49,2025-07-28
6574,10,Internet,2025-07,249.56,2025-07-28
6575,10,Maintenance,2025-07,773.75,2025-07-28
6576,10,Waste Management,2025-07,169.38,2025-07-28
6577,11,Rent,2025-07,7164.31,2025-07-28
6578,11,Electricity,2025-07,975.68,2025-07-28
6579,11,Water,2025-07,140.17,2025-07-28
6580,11,Internet,2025-07,249.56,2025-07-28
6581,11,Maintenance,2025-07,809.37,2025-07-28
6582,11,Waste Management,2025-07,163.85,2025-07-28
6583,12,Rent,2025-07,5791.15,2025-07-28
6584,12,Electricity,2025-07,701.22,2025-07-28
6585,12,Water,2025-07,99.78,2025-07-28
6586,12,Internet,2025-07,249.56,2025-07-28
6587,12,Maintenance,2025-07,552.92,2025-07-28
6588,12,Waste Management,2025-07,132.84,2025-07-28
6589,13,Rent,2025-07,3940.37,2025-07-28
6590,13,Electricity,2025-07,517.16,2025-07-28
6591,13,Water,2025-07,64.06,2025-07-28
6592,13,Internet,2025-07,249.56,2025-07-28
6593,13,Maintenance,2025-07,281.97,2025-07-28
6594,13,Waste Management,2025-07,84.32,2025-07-28
6595,14,Rent,2025-07,6447.88,2025-07-28
6596,14,Electricity,2025-07,832.14,2025-07-28
6597,14,Water,2025-07,106.73,2025-07-28
6598,14,Internet,2025-07,249.56,2025-07-28
6599,14,Maintenance,2025-07,487.49,2025-07-28
6600,14,Waste Management,2025-07,141.89,2025-07-28
6601,15,Rent,2025-07,6089.67,2025-07-28
6602,15,Electricity,2025-07,817.07,2025-07-28
6603,15,Water,2025-07,107.74,2025-07-28
6604,15,Internet,2025-07,249.56,2025-07-28
6605,15,Maintenance,2025-07,478.29,2025-07-28
6606,15,Waste Management,2025-07,130.57,2025-07-28
6607,16,Rent,2025-07,8716.58,2025-07-28
6608,16,Electricity,2025-07,1177.03,2025-07-28
6609,16,Water,2025-07,152.89,2025-07-28
6610,16,Internet,2025-07,249.56,2025-07-28
6611,16,Maintenance,2025-07,822.92,2025-07-28
6612,16,Waste Management,2025-07,199.66,2025-07-28
6613,17,Rent,2025-07,8358.37,2025-07-28
6614,17,Electricity,2025-07,1071.13,2025-07-28
6615,17,Water,2025-07,157.09,2025-07-28
6616,17,Internet,2025-07,249.56,2025-07-28
6617,17,Maintenance,2025-07,608.78,2025-07-28
6618,17,Waste Management,2025-07,187.26,2025-07-28
6619,1,Rent,2025-08,15462.98,2025-08-28
6620,1,Electricity,2025-08,1876.49,2025-08-28
6621,1,Water,2025-08,270.28,2025-08-28
6622,1,Internet,2025-08,249.56,2025-08-28
6623,1,Maintenance,2025-08,1556.54,2025-08-28
6624,1,Waste Management,2025-08,341.94,2025-08-28
6625,2,Rent,2025-08,11880.82,2025-08-28
6626,2,Electricity,2025-08,1503.31,2025-08-28
6627,2,Water,2025-08,192.58,2025-08-28
6628,2,Internet,2025-08,249.56,2025-08-28
6629,2,Maintenance,2025-08,1064.13,2025-08-28
6630,2,Waste Management,2025-08,255.50,2025-08-28
6631,3,Rent,2025-08,9850.93,2025-08-28
6632,3,Electricity,2025-08,1280.85,2025-08-28
6633,3,Water,2025-08,188.41,2025-08-28
6634,3,Internet,2025-08,249.56,2025-08-28
6635,3,Maintenance,2025-08,733.95,2025-08-28
6636,3,Waste Management,2025-08,219.18,2025-08-28
6637,4,Rent,2025-08,8000.15,2025-08-28
6638,4,Electricity,2025-08,1095.34,2025-08-28
6639,4,Water,2025-08,133.89,2025-08-28
6640,4,Internet,2025-08,249.56,2025-08-28
6641,4,Maintenance,2025-08,725.71,2025-08-28
6642,4,Waste Management,2025-08,178.18,2025-08-28
6643,5,Rent,2025-08,6209.07,2025-08-28
6644,5,Electricity,2025-08,805.69,2025-08-28
6645,5,Water,2025-08,115.51,2025-08-28
6646,5,Internet,2025-08,249.56,2025-08-28
6647,5,Maintenance,2025-08,666.84,2025-08-28
6648,5,Waste Management,2025-08,137.20,2025-08-28
6649,6,Rent,2025-08,8179.26,2025-08-28
6650,6,Electricity,2025-08,1066.08,2025-08-28
6651,6,Water,2025-08,134.38,2025-08-28
6652,6,Internet,2025-08,249.56,2025-08-28
6653,6,Maintenance,2025-08,924.59,2025-08-28
6654,6,Waste Management,2025-08,173.14,2025-08-28
6655,7,Rent,2025-08,7044.91,2025-08-28
6656,7,Electricity,2025-08,986.15,2025-08-28
6657,7,Water,2025-08,127.55,2025-08-28
6658,7,Internet,2025-08,249.56,2025-08-28
6659,7,Maintenance,2025-08,789.79,2025-08-28
6660,7,Waste Management,2025-08,155.29,2025-08-28
6661,8,Rent,2025-08,7701.64,2025-08-28
6662,8,Electricity,2025-08,974.94,2025-08-28
6663,8,Water,2025-08,140.93,2025-08-28
6664,8,Internet,2025-08,249.56,2025-08-28
6665,8,Maintenance,2025-08,823.79,2025-08-28
6666,8,Waste Management,2025-08,178.06,2025-08-28
6667,9,Rent,2025-08,6029.96,2025-08-28
6668,9,Electricity,2025-08,758.40,2025-08-28
6669,9,Water,2025-08,118.29,2025-08-28
6670,9,Internet,2025-08,249.56,2025-08-28
6671,9,Maintenance,2025-08,592.75,2025-08-28
6672,9,Waste Management,2025-08,135.21,2025-08-28
6673,10,Rent,2025-08,7462.83,2025-08-28
6674,10,Electricity,2025-08,917.03,2025-08-28
6675,10,Water,2025-08,141.10,2025-08-28
6676,10,Internet,2025-08,249.56,2025-08-28
6677,10,Maintenance,2025-08,750.29,2025-08-28
6678,10,Waste Management,2025-08,162.44,2025-08-28
6679,11,Rent,2025-08,7164.31,2025-08-28
6680,11,Electricity,2025-08,902.85,2025-08-28
6681,11,Water,2025-08,120.09,2025-08-28
6682,11,Internet,2025-08,249.56,2025-08-28
6683,11,Maintenance,2025-08,773.89,2025-08-28
6684,11,Waste Management,2025-08,154.72,2025-08-28
6685,12,Rent,2025-08,5791.15,2025-08-28
6686,12,Electricity,2025-08,774.80,2025-08-28
6687,12,Water,2025-08,98.97,2025-08-28
6688,12,Internet,2025-08,249.56,2025-08-28
6689,12,Maintenance,2025-08,516.35,2025-08-28
6690,12,Waste Management,2025-08,129.43,2025-08-28
6691,13,Rent,2025-08,3940.37,2025-08-28
6692,13,Electricity,2025-08,471.12,2025-08-28
6693,13,Water,2025-08,74.62,2025-08-28
6694,13,Internet,2025-08,249.56,2025-08-28
6695,13,Maintenance,2025-08,434.25,2025-08-28
6696,13,Waste Management,2025-08,89.93,2025-08-28
6697,14,Rent,2025-08,6447.88,2025-08-28
6698,14,Electricity,2025-08,891.82,2025-08-28
6699,14,Water,2025-08,119.69,2025-08-28
6700,14,Internet,2025-08,249.56,2025-08-28
6701,14,Maintenance,2025-08,454.09,2025-08-28
6702,14,Waste Management,2025-08,147.62,2025-08-28
6703,15,Rent,2025-08,6089.67,2025-08-28
6704,15,Electricity,2025-08,848.21,2025-08-28
6705,15,Water,2025-08,107.75,2025-08-28
6706,15,Internet,2025-08,249.56,2025-08-28
6707,15,Maintenance,2025-08,540.79,2025-08-28
6708,15,Waste Management,2025-08,135.79,2025-08-28
6709,16,Rent,2025-08,8716.58,2025-08-28
6710,16,Electricity,2025-08,1190.67,2025-08-28
6711,16,Water,2025-08,149.48,2025-08-28
6712,16,Internet,2025-08,249.56,2025-08-28
6713,16,Maintenance,2025-08,941.29,2025-08-28
6714,16,Waste Management,2025-08,186.37,2025-08-28
6715,17,Rent,2025-08,8358.37,2025-08-28
6716,17,Electricity,2025-08,1002.61,2025-08-28
6717,17,Water,2025-08,144.90,2025-08-28
6718,17,Internet,2025-08,249.56,2025-08-28
6719,17,Maintenance,2025-08,660.64,2025-08-28
6720,17,Waste Management,2025-08,188.24,2025-08-28
6721,1,Rent,2025-09,15462.98,2025-09-28
6722,1,Electricity,2025-09,2014.40,2025-09-28
6723,1,Water,2025-09,273.11,2025-09-28
6724,1,Internet,2025-09,249.56,2025-09-28
6725,1,Maintenance,2025-09,1698.41,2025-09-28
6726,1,Waste Management,2025-09,337.01,2025-09-28
6727,2,Rent,2025-09,11880.82,2025-09-28
6728,2,Electricity,2025-09,1520.95,2025-09-28
6729,2,Water,2025-09,194.86,2025-09-28
6730,2,Internet,2025-09,249.56,2025-09-28
6731,2,Maintenance,2025-09,1149.21,2025-09-28
6732,2,Waste Management,2025-09,276.30,2025-09-28
6733,3,Rent,2025-09,9850.93,2025-09-28
6734,3,Electricity,2025-09,1218.53,2025-09-28
6735,3,Water,2025-09,159.66,2025-09-28
6736,3,Internet,2025-09,249.56,2025-09-28
6737,3,Maintenance,2025-09,1133.02,2025-09-28
6738,3,Waste Management,2025-09,222.58,2025-09-28
6739,4,Rent,2025-09,8000.15,2025-09-28
6740,4,Electricity,2025-09,1054.81,2025-09-28
6741,4,Water,2025-09,155.56,2025-09-28
6742,4,Internet,2025-09,249.56,2025-09-28
6743,4,Maintenance,2025-09,666.47,2025-09-28
6744,4,Waste Management,2025-09,179.53,2025-09-28
6745,5,Rent,2025-09,6209.07,2025-09-28
6746,5,Electricity,2025-09,792.88,2025-09-28
6747,5,Water,2025-09,101.12,2025-09-28
6748,5,Internet,2025-09,249.56,2025-09-28
6749,5,Maintenance,2025-09,537.55,2025-09-28
6750,5,Waste Management,2025-09,133.95,2025-09-28
6751,6,Rent,2025-09,8179.26,2025-09-28
6752,6,Electricity,2025-09,1048.01,2025-09-28
6753,6,Water,2025-09,157.79,2025-09-28
6754,6,Internet,2025-09,249.56,2025-09-28
6755,6,Maintenance,2025-09,592.73,2025-09-28
6756,6,Waste Management,2025-09,180.58,2025-09-28
6757,7,Rent,2025-09,7044.91,2025-09-28
6758,7,Electricity,2025-09,892.18,2025-09-28
6759,7,Water,2025-09,123.67,2025-09-28
6760,7,Internet,2025-09,249.56,2025-09-28
6761,7,Maintenance,2025-09,701.09,2025-09-28
6762,7,Waste Management,2025-09,153.35,2025-09-28
6763,8,Rent,2025-09,7701.64,2025-09-28
6764,8,Electricity,2025-09,937.23,2025-09-28
6765,8,Water,2025-09,140.54,2025-09-28
6766,8,Internet,2025-09,249.56,2025-09-28
6767,8,Maintenance,2025-09,636.15,2025-09-28
6768,8,Waste Management,2025-09,164.48,2025-09-28
6769,9,Rent,2025-09,6029.96,2025-09-28
6770,9,Electricity,2025-09,769.78,2025-09-28
6771,9,Water,2025-09,113.61,2025-09-28
6772,9,Internet,2025-09,249.56,2025-09-28
6773,9,Maintenance,2025-09,505.16,2025-09-28
6774,9,Waste Management,2025-09,133.01,2025-09-28
6775,10,Rent,2025-09,7462.83,2025-09-28
6776,10,Electricity,2025-09,999.53,2025-09-28
6777,10,Water,2025-09,125.52,2025-09-28
6778,10,Internet,2025-09,249.56,2025-09-28
6779,10,Maintenance,2025-09,594.83,2025-09-28
6780,10,Waste Management,2025-09,164.25,2025-09-28
6781,11,Rent,2025-09,7164.31,2025-09-28
6782,11,Electricity,2025-09,903.87,2025-09-28
6783,11,Water,2025-09,124.20,2025-09-28
6784,11,Internet,2025-09,249.56,2025-09-28
6785,11,Maintenance,2025-09,505.06,2025-09-28
6786,11,Waste Management,2025-09,157.60,2025-09-28
6787,12,Rent,2025-09,5791.15,2025-09-28
6788,12,Electricity,2025-09,694.33,2025-09-28
6789,12,Water,2025-09,103.67,2025-09-28
6790,12,Internet,2025-09,249.56,2025-09-28
6791,12,Maintenance,2025-09,538.46,2025-09-28
6792,12,Waste Management,2025-09,134.20,2025-09-28
6793,13,Rent,2025-09,3940.37,2025-09-28
6794,13,Electricity,2025-09,518.54,2025-09-28
6795,13,Water,2025-09,70.56,2025-09-28
6796,13,Internet,2025-09,249.56,2025-09-28
6797,13,Maintenance,2025-09,440.25,2025-09-28
6798,13,Waste Management,2025-09,86.96,2025-09-28
6799,14,Rent,2025-09,6447.88,2025-09-28
6800,14,Electricity,2025-09,813.42,2025-09-28
6801,14,Water,2025-09,120.78,2025-09-28
6802,14,Internet,2025-09,249.56,2025-09-28
6803,14,Maintenance,2025-09,526.53,2025-09-28
6804,14,Waste Management,2025-09,140.67,2025-09-28
6805,15,Rent,2025-09,6089.67,2025-09-28
6806,15,Electricity,2025-09,729.69,2025-09-28
6807,15,Water,2025-09,99.19,2025-09-28
6808,15,Internet,2025-09,249.56,2025-09-28
6809,15,Maintenance,2025-09,648.84,2025-09-28
6810,15,Waste Management,2025-09,132.87,2025-09-28
6811,16,Rent,2025-09,8716.58,2025-09-28
6812,16,Electricity,2025-09,1128.69,2025-09-28
6813,16,Water,2025-09,153.72,2025-09-28
6814,16,Internet,2025-09,249.56,2025-09-28
6815,16,Maintenance,2025-09,753.58,2025-09-28
6816,16,Waste Management,2025-09,193.66,2025-09-28
6817,17,Rent,2025-09,8358.37,2025-09-28
6818,17,Electricity,2025-09,1068.64,2025-09-28
6819,17,Water,2025-09,156.66,2025-09-28
6820,17,Internet,2025-09,249.56,2025-09-28
6821,17,Maintenance,2025-09,926.88,2025-09-28
6822,17,Waste Management,2025-09,176.16,2025-09-28
6823,1,Rent,2025-10,15462.98,2025-10-28
6824,1,Electricity,2025-10,1973.51,2025-10-28
6825,1,Water,2025-10,289.81,2025-10-28
6826,1,Internet,2025-10,249.56,2025-10-28
6827,1,Maintenance,2025-10,1121.88,2025-10-28
6828,1,Waste Management,2025-10,332.35,2025-10-28
6829,2,Rent,2025-10,11880.82,2025-10-28
6830,2,Electricity,2025-10,1556.99,2025-10-28
6831,2,Water,2025-10,225.75,2025-10-28
6832,2,Internet,2025-10,249.56,2025-10-28
6833,2,Maintenance,2025-10,1085.76,2025-10-28
6834,2,Waste Management,2025-10,253.34,2025-10-28
6835,3,Rent,2025-10,9850.93,2025-10-28
6836,3,Electricity,2025-10,1205.75,2025-10-28
6837,3,Water,2025-10,169.44,2025-10-28
6838,3,Internet,2025-10,249.56,2025-10-28
6839,3,Maintenance,2025-10,1018.37,2025-10-28
6840,3,Waste Management,2025-10,229.09,2025-10-28
6841,4,Rent,2025-10,8000.15,2025-10-28
6842,4,Electricity,2025-10,1061.56,2025-10-28
6843,4,Water,2025-10,130.67,2025-10-28
6844,4,Internet,2025-10,249.56,2025-10-28
6845,4,Maintenance,2025-10,870.65,2025-10-28
6846,4,Waste Management,2025-10,169.81,2025-10-28
6847,5,Rent,2025-10,6209.07,2025-10-28
6848,5,Electricity,2025-10,766.25,2025-10-28
6849,5,Water,2025-10,113.30,2025-10-28
6850,5,Internet,2025-10,249.56,2025-10-28
6851,5,Maintenance,2025-10,560.87,2025-10-28
6852,5,Waste Management,2025-10,138.80,2025-10-28
6853,6,Rent,2025-10,8179.26,2025-10-28
6854,6,Electricity,2025-10,1088.59,2025-10-28
6855,6,Water,2025-10,134.16,2025-10-28
6856,6,Internet,2025-10,249.56,2025-10-28
6857,6,Maintenance,2025-10,818.33,2025-10-28
6858,6,Waste Management,2025-10,175.64,2025-10-28
6859,7,Rent,2025-10,7044.91,2025-10-28
6860,7,Electricity,2025-10,844.79,2025-10-28
6861,7,Water,2025-10,115.29,2025-10-28
6862,7,Internet,2025-10,249.56,2025-10-28
6863,7,Maintenance,2025-10,650.94,2025-10-28
6864,7,Waste Management,2025-10,152.69,2025-10-28
6865,8,Rent,2025-10,7701.64,2025-10-28
6866,8,Electricity,2025-10,1022.70,2025-10-28
6867,8,Water,2025-10,138.72,2025-10-28
6868,8,Internet,2025-10,249.56,2025-10-28
6869,8,Maintenance,2025-10,562.91,2025-10-28
6870,8,Waste Management,2025-10,169.60,2025-10-28
6871,9,Rent,2025-10,6029.96,2025-10-28
6872,9,Electricity,2025-10,723.82,2025-10-28
6873,9,Water,2025-10,104.22,2025-10-28
6874,9,Internet,2025-10,249.56,2025-10-28
6875,9,Maintenance,2025-10,619.73,2025-10-28
6876,9,Waste Management,2025-10,131.62,2025-10-28
6877,10,Rent,2025-10,7462.83,2025-10-28
6878,10,Electricity,2025-10,970.81,2025-10-28
6879,10,Water,2025-10,135.74,2025-10-28
6880,10,Internet,2025-10,249.56,2025-10-28
6881,10,Maintenance,2025-10,785.28,2025-10-28
6882,10,Waste Management,2025-10,171.13,2025-10-28
6883,11,Rent,2025-10,7164.31,2025-10-28
6884,11,Electricity,2025-10,911.19,2025-10-28
6885,11,Water,2025-10,118.01,2025-10-28
6886,11,Internet,2025-10,249.56,2025-10-28
6887,11,Maintenance,2025-10,704.93,2025-10-28
6888,11,Waste Management,2025-10,164.36,2025-10-28
6889,12,Rent,2025-10,5791.15,2025-10-28
6890,12,Electricity,2025-10,795.93,2025-10-28
6891,12,Water,2025-10,96.03,2025-10-28
6892,12,Internet,2025-10,249.56,2025-10-28
6893,12,Maintenance,2025-10,462.62,2025-10-28
6894,12,Waste Management,2025-10,133.13,2025-10-28
6895,13,Rent,2025-10,3940.37,2025-10-28
6896,13,Electricity,2025-10,545.20,2025-10-28
6897,13,Water,2025-10,74.64,2025-10-28
6898,13,Internet,2025-10,249.56,2025-10-28
6899,13,Maintenance,2025-10,443.50,2025-10-28
6900,13,Waste Management,2025-10,90.87,2025-10-28
6901,14,Rent,2025-10,6447.88,2025-10-28
6902,14,Electricity,2025-10,790.15,2025-10-28
6903,14,Water,2025-10,116.69,2025-10-28
6904,14,Internet,2025-10,249.56,2025-10-28
6905,14,Maintenance,2025-10,528.99,2025-10-28
6906,14,Waste Management,2025-10,149.25,2025-10-28
6907,15,Rent,2025-10,6089.67,2025-10-28
6908,15,Electricity,2025-10,745.60,2025-10-28
6909,15,Water,2025-10,104.43,2025-10-28
6910,15,Internet,2025-10,249.56,2025-10-28
6911,15,Maintenance,2025-10,544.30,2025-10-28
6912,15,Waste Management,2025-10,131.73,2025-10-28
6913,16,Rent,2025-10,8716.58,2025-10-28
6914,16,Electricity,2025-10,1165.69,2025-10-28
6915,16,Water,2025-10,152.98,2025-10-28
6916,16,Internet,2025-10,249.56,2025-10-28
6917,16,Maintenance,2025-10,648.39,2025-10-28
6918,16,Waste Management,2025-10,192.86,2025-10-28
6919,17,Rent,2025-10,8358.37,2025-10-28
6920,17,Electricity,2025-10,1128.28,2025-10-28
6921,17,Water,2025-10,151.39,2025-10-28
6922,17,Internet,2025-10,249.56,2025-10-28
6923,17,Maintenance,2025-10,868.32,2025-10-28
6924,17,Waste Management,2025-10,179.63,2025-10-28
6925,1,Rent,2025-11,15462.98,2025-11-28
6926,1,Electricity,2025-11,2065.67,2025-11-28
6927,1,Water,2025-11,266.21,2025-11-28
6928,1,Internet,2025-11,249.56,2025-11-28
6929,1,Maintenance,2025-11,1216.43,2025-11-28
6930,1,Waste Management,2025-11,341.87,2025-11-28
6931,2,Rent,2025-11,11880.82,2025-11-28
6932,2,Electricity,2025-11,1484.45,2025-11-28
6933,2,Water,2025-11,214.92,2025-11-28
6934,2,Internet,2025-11,249.56,2025-11-28
6935,2,Maintenance,2025-11,817.72,2025-11-28
6936,2,Waste Management,2025-11,275.97,2025-11-28
6937,3,Rent,2025-11,9850.93,2025-11-28
6938,3,Electricity,2025-11,1374.76,2025-11-28
6939,3,Water,2025-11,192.15,2025-11-28
6940,3,Internet,2025-11,249.56,2025-11-28
6941,3,Maintenance,2025-11,836.00,2025-11-28
6942,3,Waste Management,2025-11,216.05,2025-11-28
6943,4,Rent,2025-11,8000.15,2025-11-28
6944,4,Electricity,2025-11,1093.51,2025-11-28
6945,4,Water,2025-11,128.84,2025-11-28
6946,4,Internet,2025-11,249.56,2025-11-28
6947,4,Maintenance,2025-11,741.74,2025-11-28
6948,4,Waste Management,2025-11,182.48,2025-11-28
6949,5,Rent,2025-11,6209.07,2025-11-28
6950,5,Electricity,2025-11,846.00,2025-11-28
6951,5,Water,2025-11,110.70,2025-11-28
6952,5,Internet,2025-11,249.56,2025-11-28
6953,5,Maintenance,2025-11,598.34,2025-11-28
6954,5,Waste Management,2025-11,133.53,2025-11-28
6955,6,Rent,2025-11,8179.26,2025-11-28
6956,6,Electricity,2025-11,1016.94,2025-11-28
6957,6,Water,2025-11,136.07,2025-11-28
6958,6,Internet,2025-11,249.56,2025-11-28
6959,6,Maintenance,2025-11,609.61,2025-11-28
6960,6,Waste Management,2025-11,180.82,2025-11-28
6961,7,Rent,2025-11,7044.91,2025-11-28
6962,7,Electricity,2025-11,942.27,2025-11-28
6963,7,Water,2025-11,136.16,2025-11-28
6964,7,Internet,2025-11,249.56,2025-11-28
6965,7,Maintenance,2025-11,696.53,2025-11-28
6966,7,Waste Management,2025-11,153.08,2025-11-28
6967,8,Rent,2025-11,7701.64,2025-11-28
6968,8,Electricity,2025-11,1050.42,2025-11-28
6969,8,Water,2025-11,126.17,2025-11-28
6970,8,Internet,2025-11,249.56,2025-11-28
6971,8,Maintenance,2025-11,881.33,2025-11-28
6972,8,Waste Management,2025-11,171.13,2025-11-28
6973,9,Rent,2025-11,6029.96,2025-11-28
6974,9,Electricity,2025-11,735.00,2025-11-28
6975,9,Water,2025-11,103.24,2025-11-28
6976,9,Internet,2025-11,249.56,2025-11-28
6977,9,Maintenance,2025-11,445.79,2025-11-28
6978,9,Waste Management,2025-11,135.05,2025-11-28
6979,10,Rent,2025-11,7462.83,2025-11-28
