cus_ID,cus_first_name,cus_last_name,cus_gender,cus_phone,cus_DOB,cus_email,cus_loyalty_tier,cus_address_line,cus_city,cus_state,cus_postcode,cus_reg_date
4307,Aisyah,binti Ismail,Female,011-7290364,1961-04-03,aisyah4307@gmail.com,Silver,"No. 79, Jalan D14",Wangsa Maju,Wilayah Persekutuan,53200,2018-06-19
4308,Deepa,a/p Subramaniam,Female,015-2607015,1981-03-11,deepa4308@gmail.com,Silver,"No. 87, Jalan F14",Kuala Lumpur,Wilayah Persekutuan,55200,2018-06-20
4309,Vanessa,Ong,Female,011-9292946,1976-01-24,vanessa4309@gmail.com,Bronze,"No. 66, Jalan C16",Petaling Jaya,Selangor,46300,2018-06-20
4310,Sharmila,a/p Krishnan,Female,016-8648988,1957-11-27,sharmila4310@gmail.com,Bronze,"No. 7, Jalan F15",Petaling Jaya,Selangor,47300,2018-06-20
4311,Firdaus,bin Hamid,Male,014-9503276,1987-10-15,firdaus4311@gmail.com,Gold,"No. 54, Jalan B12",Petaling Jaya,Selangor,47800,2018-06-20
4312,Nurin,binti Abdullah,Female,019-6345982,1966-01-06,nurin4312@gmail.com,Bronze,"No. 269, Jalan E20",Subang Jaya,Selangor,47600,2018-06-20
4313,Michelle,Yeoh,Female,013-8796498,1976-12-25,michelle4313@gmail.com,Silver,"No. 33, Jalan B3",George Town,Pulau Pinang,10400,2018-06-20
4314,Danial,bin Yusof,Male,014-2584436,1993-07-06,danial4314@gmail.com,Bronze,"No. 201, Jalan F10",Puchong,Selangor,47160,2018-06-20
4315,Divya,a/p Subramaniam,Female,019-2611114,1974-07-31,divya4315@gmail.com,Platinum,"No. 275, Jalan F10",Kuala Lumpur,Wilayah Persekutuan,56000,2018-06-21
4316,Jia Yi,Ng,Female,013-6604284,1990-09-15,jia4316@gmail.com,Bronze,"No. 179, Jalan C6",Kuala Lumpur,Wilayah Persekutuan,50450,2018-06-21
4317,Nurin,binti Razak,Female,010-1952580,2000-02-17,nurin4317@gmail.com,Platinum,"No. 210, Jalan E16",Petaling Jaya,Selangor,47800,2018-06-21
4318,Jasmine,Wong,Female,012-6568313,1978-01-05,jasmine4318@gmail.com,Bronze,"No. 19, Jalan B19",Seremban,Negeri Sembilan,70200,2018-06-21
4319,Amelia,binti Yusof,Female,017-6357734,1990-02-24,amelia4319@gmail.com,Bronze,"No. 129, Jalan B10",Petaling Jaya,Selangor,47300,2018-06-21
4320,Nurin,binti Osman,Female,011-7397215,1986-12-05,nurin4320@gmail.com,Silver,"No. 180, Jalan G6",Shah Alam,Selangor,40150,2018-06-21
4321,Nur Aina,binti Abdullah,Female,017-2285602,1967-05-26,nur4321@gmail.com,Bronze,"No. 243, Jalan E12",Klang,Selangor,41250,2018-06-21
4322,Vanessa,Khoo,Female,012-2666809,1973-09-28,vanessa4322@gmail.com,Bronze,"No. 184, Jalan B20",Klang,Selangor,41250,2018-06-21
4323,Farah,binti Razak,Female,017-2073814,1959-09-22,farah4323@gmail.com,Bronze,"No. 2, Jalan C4",Puchong,Selangor,47160,2018-06-21
4324,Yasmin,binti Abdullah,Female,015-3781250,2000-02-01,yasmin4324@gmail.com,Platinum,"No. 96, Jalan C13",Puchong,Selangor,47110,2018-06-22
4325,Adam,bin Ismail,Male,018-9394044,1976-05-09,adam4325@gmail.com,Bronze,"No. 289, Jalan F16",Johor Bahru,Johor,80300,2018-06-22
4326,Hafiz,bin Osman,Male,017-7811834,1969-10-14,hafiz4326@gmail.com,Gold,"No. 15, Jalan D1",Johor Bahru,Johor,80100,2018-06-22
4327,Aina,binti Ahmad,Female,014-6650648,1969-07-08,aina4327@gmail.com,Bronze,"No. 23, Jalan D17",George Town,Pulau Pinang,10150,2018-06-22
4328,Kai Xin,Chin,Female,012-3324349,1966-09-22,kai4328@gmail.com,Bronze,"No. 256, Jalan F14",Setapak,Wilayah Persekutuan,53300,2018-06-22
4329,Aina,binti Osman,Female,013-2441412,1964-01-22,aina4329@gmail.com,Silver,"No. 116, Jalan F17",Wangsa Maju,Wilayah Persekutuan,53200,2018-06-22
4330,Siti,binti Hamid,Female,016-9283936,1987-10-18,siti4330@gmail.com,Silver,"No. 97, Jalan F13",Gombak,Wilayah Persekutuan,68100,2018-06-22
4331,Nurin,binti Razak,Female,018-6870116,1974-01-30,nurin4331@gmail.com,Gold,"No. 78, Jalan G4",Gombak,Wilayah Persekutuan,53000,2018-06-22
4332,Anisa,binti Hassan,Female,018-1710108,1969-03-22,anisa4332@gmail.com,Bronze,"No. 241, Jalan A18",Kuala Lumpur,Wilayah Persekutuan,50480,2018-06-23
4333,Anisa,binti Hamid,Female,011-8162559,1987-04-01,anisa4333@gmail.com,Bronze,"No. 269, Jalan B17",Petaling Jaya,Selangor,47810,2018-06-23
4334,Nurin,binti Hamid,Female,018-9906590,1980-04-04,nurin4334@gmail.com,Bronze,"No. 288, Jalan B1",Johor Bahru,Johor,80300,2018-06-23
4335,Sze Min,Yeoh,Female,019-4535233,1973-02-01,sze4335@gmail.com,Bronze,"No. 138, Jalan C4",Shah Alam,Selangor,40170,2018-06-23
4336,Anisa,binti Ahmad,Female,019-8317795,1983-09-02,anisa4336@gmail.com,Bronze,"No. 143, Jalan G1",Klang,Selangor,41200,2018-06-23
4337,Zarina,binti Osman,Female,015-5229106,1995-02-27,zarina4337@gmail.com,Silver,"No. 6, Jalan A20",Puchong,Selangor,47190,2018-06-23
4338,Vanessa,Lim,Female,015-6002257,1993-12-23,vanessa4338@gmail.com,Silver,"No. 124, Jalan G1",Selayang,Selangor,68000,2018-06-23
4339,Lakshmi,a/p Subramaniam,Female,012-3267343,1970-04-30,lakshmi4339@gmail.com,Gold,"No. 296, Jalan B13",Gombak,Wilayah Persekutuan,53100,2018-06-23
4340,Izzati,binti Ismail,Female,016-8514558,1975-08-08,izzati4340@gmail.com,Silver,"No. 291, Jalan D11",Kuala Lumpur,Wilayah Persekutuan,59200,2018-06-24
4341,Xin Yi,Teoh,Female,016-2128911,1974-09-28,xin4341@gmail.com,Platinum,"No. 285, Jalan C2",Petaling Jaya,Selangor,47300,2018-06-24
4342,Alia,binti Ismail,Female,016-1714150,1970-02-19,alia4342@gmail.com,Bronze,"No. 177, Jalan A12",Johor Bahru,Johor,81300,2018-06-24
4343,Hannah,binti Hamid,Female,016-9657417,1970-11-01,hannah4343@gmail.com,Silver,"No. 229, Jalan F8",Shah Alam,Selangor,40460,2018-06-24
4344,Anisa,binti Hamid,Female,018-2952613,1976-05-16,anisa4344@gmail.com,Silver,"No. 159, Jalan C6",George Town,Pulau Pinang,10350,2018-06-24
4345,Rohani,binti Hassan,Female,011-2768052,1962-03-01,rohani4345@gmail.com,Bronze,"No. 64, Jalan F5",George Town,Pulau Pinang,10250,2018-06-24
4346,Suhaila,binti Hassan,Female,011-1946842,1979-09-22,suhaila4346@gmail.com,Gold,"No. 71, Jalan G13",Klang,Selangor,41000,2018-06-24
4347,Sze Min,Chua,Female,012-7783157,1974-02-25,sze4347@gmail.com,Gold,"No. 37, Jalan E8",Selayang,Selangor,68000,2018-06-24
4348,Grace,Khoo,Female,019-6294111,1957-01-05,grace4348@gmail.com,Bronze,"No. 76, Jalan E17",Shah Alam,Selangor,40160,2018-06-24
4349,Nabila,binti Hamid,Female,014-7623061,1980-09-19,nabila4349@gmail.com,Bronze,"No. 293, Jalan B1",Setapak,Wilayah Persekutuan,53200,2018-06-24
4350,Aisyah,binti Hamid,Female,011-9072499,1984-02-21,aisyah4350@gmail.com,Bronze,"No. 165, Jalan C17",Wangsa Maju,Wilayah Persekutuan,53100,2018-06-24
4351,Aiman,bin Yusof,Male,014-9012429,1958-07-18,aiman4351@gmail.com,Bronze,"No. 260, Jalan E4",Kuala Lumpur,Wilayah Persekutuan,56000,2018-06-25
4352,Nabila,binti Abdullah,Female,016-9981366,1997-09-24,nabila4352@gmail.com,Bronze,"No. 46, Jalan D19",Selayang,Selangor,68000,2018-06-25
4353,Anisa,binti Hamid,Female,015-3351002,1985-08-20,anisa4353@gmail.com,Bronze,"No. 39, Jalan F1",Johor Bahru,Johor,81100,2018-06-25
4354,Nurin,binti Zainal,Female,015-3161728,1981-02-05,nurin4354@gmail.com,Bronze,"No. 48, Jalan A17",Johor Bahru,Johor,80300,2018-06-25
4355,Suhaila,binti Abdullah,Female,019-9158010,1977-04-14,suhaila4355@gmail.com,Gold,"No. 167, Jalan C20",Shah Alam,Selangor,40000,2018-06-25
4356,Balqis,binti Rahman,Female,015-6327323,1990-05-19,balqis4356@gmail.com,Bronze,"No. 34, Jalan B11",Setapak,Wilayah Persekutuan,53000,2018-06-25
4357,Grace,Chin,Female,010-8192152,1983-09-20,grace4357@gmail.com,Bronze,"No. 24, Jalan C19",Setapak,Wilayah Persekutuan,53200,2018-06-25
4358,Thivya,a/p Maniam,Female,015-3903100,1968-03-12,thivya4358@gmail.com,Bronze,"No. 83, Jalan A6",Subang Jaya,Selangor,47630,2018-06-25
4359,Nabila,binti Ismail,Female,012-1367270,1997-04-17,nabila4359@gmail.com,Bronze,"No. 296, Jalan E7",Kuala Lumpur,Wilayah Persekutuan,55100,2018-06-25
4360,Nur Aina,binti Razak,Female,018-3657447,1977-02-09,nur4360@gmail.com,Bronze,"No. 2, Jalan D11",Kuala Lumpur,Wilayah Persekutuan,57000,2018-06-26
4361,Rachel,Loh,Female,012-9319604,1993-05-04,rachel4361@gmail.com,Silver,"No. 118, Jalan C7",Petaling Jaya,Selangor,47800,2018-06-26
4362,Aisyah,binti Osman,Female,014-3356251,1972-06-11,aisyah4362@gmail.com,Bronze,"No. 198, Jalan G3",Shah Alam,Selangor,40450,2018-06-26
4363,Nurin,binti Zainal,Female,012-1356198,1994-02-18,nurin4363@gmail.com,Silver,"No. 105, Jalan A11",Johor Bahru,Johor,80000,2018-06-26
4364,Kai Xin,Yeoh,Female,016-5081644,1992-09-10,kai4364@gmail.com,Bronze,"No. 72, Jalan D10",Shah Alam,Selangor,40000,2018-06-26
4365,Sharmila,a/p Maniam,Female,012-3564862,1982-08-28,sharmila4365@gmail.com,Bronze,"No. 205, Jalan C4",Puchong,Selangor,47140,2018-06-26
4366,Kai Xin,Chua,Female,012-3482527,1991-09-29,kai4366@gmail.com,Gold,"No. 108, Jalan C2",Puchong,Selangor,47140,2018-06-26
4367,Rohani,binti Rahman,Female,018-9720888,1997-06-26,rohani4367@gmail.com,Bronze,"No. 182, Jalan C9",Petaling Jaya,Selangor,46050,2018-06-27
4368,Sharmila,a/p Maniam,Female,016-1850804,1993-03-19,sharmila4368@gmail.com,Silver,"No. 189, Jalan G18",George Town,Pulau Pinang,10200,2018-06-27
4369,Emily,Chan,Female,018-9200841,1999-09-17,emily4369@gmail.com,Silver,"No. 34, Jalan D6",Setapak,Wilayah Persekutuan,53100,2018-06-27
4370,Aisyah,binti Yusof,Female,011-7427119,1965-06-22,aisyah4370@gmail.com,Silver,"No. 151, Jalan C8",Shah Alam,Selangor,40300,2018-06-27
4371,Kok Wai,Chin,Male,015-7477922,1965-12-10,kok4371@gmail.com,Silver,"No. 265, Jalan B5",Klang,Selangor,41000,2018-06-27
4372,Vanessa,Sim,Female,017-7347160,1986-03-13,vanessa4372@gmail.com,Gold,"No. 122, Jalan A10",Klang,Selangor,41000,2018-06-27
4373,Zhi Wei,Ong,Male,012-4811183,1976-09-07,zhi4373@gmail.com,Bronze,"No. 21, Jalan G6",Kuala Lumpur,Wilayah Persekutuan,55200,2018-06-28
4374,Michelle,Loh,Female,016-8788461,1998-09-14,michelle4374@gmail.com,Bronze,"No. 90, Jalan E17",Johor Bahru,Johor,80000,2018-06-28
4375,Alia,binti Osman,Female,011-7081315,1968-07-12,alia4375@gmail.com,Silver,"No. 194, Jalan E3",Shah Alam,Selangor,40000,2018-06-28
4376,Nadia,binti Hamid,Female,016-5372856,1962-11-02,nadia4376@gmail.com,Silver,"No. 89, Jalan F4",Shah Alam,Selangor,40300,2018-06-28
4377,Pei Shan,Khoo,Female,015-9701106,1997-09-11,pei4377@gmail.com,Bronze,"No. 220, Jalan F7",George Town,Pulau Pinang,10000,2018-06-28
4378,Zarina,binti Hassan,Female,018-1697550,1965-10-16,zarina4378@gmail.com,Silver,"No. 54, Jalan C20",Setapak,Wilayah Persekutuan,53300,2018-06-28
4379,Mei Ling,Loh,Female,017-3648519,1969-02-16,mei4379@gmail.com,Bronze,"No. 261, Jalan D11",Kuala Lumpur,Wilayah Persekutuan,56000,2018-06-29
4380,Daniel,Khoo,Male,019-8115185,1972-04-13,daniel4380@gmail.com,Bronze,"No. 201, Jalan B2",Petaling Jaya,Selangor,47301,2018-06-29
4381,Sze Min,Ng,Female,015-7736514,1976-02-22,sze4381@gmail.com,Silver,"No. 280, Jalan E2",Petaling Jaya,Selangor,47810,2018-06-29
4382,Priya,a/p Subramaniam,Female,016-2449474,1989-02-05,priya4382@gmail.com,Bronze,"No. 273, Jalan F7",Petaling Jaya,Selangor,46200,2018-06-29
4383,Izzati,binti Osman,Female,013-3068877,1963-08-24,izzati4383@gmail.com,Silver,"No. 281, Jalan C14",Johor Bahru,Johor,80200,2018-06-29
4384,Michelle,Chua,Female,015-3653694,1958-03-14,michelle4384@gmail.com,Bronze,"No. 67, Jalan G6",Shah Alam,Selangor,40200,2018-06-29
4385,Alia,binti Hamid,Female,012-3317384,1993-09-08,alia4385@gmail.com,Bronze,"No. 261, Jalan E9",Shah Alam,Selangor,40300,2018-06-29
4386,Nadia,binti Zainal,Female,015-6958401,1960-11-11,nadia4386@gmail.com,Bronze,"No. 32, Jalan A15",Shah Alam,Selangor,40200,2018-06-29
4387,Zarina,binti Abdullah,Female,013-9752254,1993-11-22,zarina4387@gmail.com,Silver,"No. 142, Jalan F11",Klang,Selangor,41100,2018-06-29
4388,Jia Yi,Lim,Female,015-3282501,1973-04-28,jia4388@gmail.com,Silver,"No. 84, Jalan B5",Setapak,Wilayah Persekutuan,53100,2018-06-29
4389,Aiman,bin Rahman,Male,019-7937078,1988-05-25,aiman4389@gmail.com,Bronze,"No. 286, Jalan G1",Selayang,Selangor,68000,2018-06-29
4390,Sharmila,a/p Maniam,Female,019-2753036,1962-09-15,sharmila4390@gmail.com,Silver,"No. 90, Jalan F5",Kuala Lumpur,Wilayah Persekutuan,56000,2018-06-30
4391,Yasmin,binti Zainal,Female,017-7232559,1959-04-28,yasmin4391@gmail.com,Bronze,"No. 242, Jalan B16",Petaling Jaya,Selangor,47301,2018-06-30
4392,Hannah,binti Hamid,Female,018-7220985,1959-05-06,hannah4392@gmail.com,Bronze,"No. 293, Jalan A16",Petaling Jaya,Selangor,47800,2018-06-30
4393,Nabila,binti Ismail,Female,018-5653179,1958-02-26,nabila4393@gmail.com,Bronze,"No. 242, Jalan D13",Petaling Jaya,Selangor,47301,2018-06-30
4394,Nabila,binti Ismail,Female,017-7320306,1995-04-05,nabila4394@gmail.com,Bronze,"No. 8, Jalan F20",Puchong,Selangor,47170,2018-06-30
4395,Shu Fen,Ng,Female,015-3859753,1995-09-26,shu4395@gmail.com,Silver,"No. 18, Jalan B7",Gombak,Wilayah Persekutuan,53000,2018-06-30
4396,Rohani,binti Abdullah,Female,011-6767014,1985-02-22,rohani4396@gmail.com,Bronze,"No. 232, Jalan B2",Petaling Jaya,Selangor,46100,2018-06-30
4397,Michelle,Foo,Female,011-2561220,1980-09-20,michelle4397@gmail.com,Silver,"No. 212, Jalan B8",Wangsa Maju,Wilayah Persekutuan,53200,2018-06-30
4398,Yasmin,binti Ismail,Female,017-6364048,1973-09-04,yasmin4398@gmail.com,Bronze,"No. 111, Jalan A11",Gombak,Wilayah Persekutuan,53000,2018-06-30
4399,Deepa,a/p Subramaniam,Female,019-8335141,1983-07-31,deepa4399@gmail.com,Gold,"No. 205, Jalan E3",Petaling Jaya,Selangor,46050,2018-07-01
4400,Nur Aina,binti Ismail,Female,013-5488777,1987-01-29,nur4400@gmail.com,Silver,"No. 108, Jalan F19",Petaling Jaya,Selangor,46200,2018-07-01
4401,Izzati,binti Rahman,Female,011-3352169,1960-09-13,izzati4401@gmail.com,Bronze,"No. 173, Jalan D14",Wangsa Maju,Wilayah Persekutuan,53300,2018-07-01
4402,Nurul Huda,binti Zainal,Female,010-4995537,1976-08-05,nurul4402@gmail.com,Bronze,"No. 39, Jalan A20",Shah Alam,Selangor,40200,2018-07-01
4403,Shu Fen,Goh,Female,018-9365432,1995-10-14,shu4403@gmail.com,Silver,"No. 26, Jalan D8",Shah Alam,Selangor,40300,2018-07-01
4404,Balqis,binti Hassan,Female,010-5467109,1960-02-04,balqis4404@gmail.com,Silver,"No. 265, Jalan B7",Puchong,Selangor,47130,2018-07-01
4405,Balqis,binti Rahman,Female,018-1124409,1960-10-06,balqis4405@gmail.com,Gold,"No. 204, Jalan D11",Puchong,Selangor,47160,2018-07-01
4406,Siti,binti Ismail,Female,011-8210055,1983-03-28,siti4406@gmail.com,Gold,"No. 245, Jalan B15",Puchong,Selangor,47190,2018-07-01
4407,Li Wen,Wong,Female,012-9283791,1981-06-20,li4407@gmail.com,Bronze,"No. 152, Jalan A14",Bukit Jalil,Wilayah Persekutuan,57000,2018-07-02
4408,Izzati,binti Abdullah,Female,012-8119606,1972-07-16,izzati4408@gmail.com,Bronze,"No. 289, Jalan A16",Subang Jaya,Selangor,47650,2018-07-02
4409,Kumar,a/l Krishnan,Male,014-8884785,1980-12-21,kumar4409@gmail.com,Silver,"No. 218, Jalan A2",Petaling Jaya,Selangor,46050,2018-07-02
4410,Meena,a/p Ramasamy,Female,018-9632147,1990-05-28,meena4410@gmail.com,Bronze,"No. 204, Jalan E7",Petaling Jaya,Selangor,47810,2018-07-02
4411,Anjali,a/p Muniandy,Female,010-1533881,1977-01-02,anjali4411@gmail.com,Silver,"No. 273, Jalan G14",Klang,Selangor,42100,2018-07-02
4412,Amelia,binti Hassan,Female,016-4088957,1960-02-14,amelia4412@gmail.com,Silver,"No. 53, Jalan E13",Klang,Selangor,41000,2018-07-02
4413,Shalini,a/p Muniandy,Female,010-4256959,1979-10-06,shalini4413@gmail.com,Silver,"No. 203, Jalan D13",Setapak,Wilayah Persekutuan,53000,2018-07-02
4414,Nadia,binti Osman,Female,018-1131572,1998-05-09,nadia4414@gmail.com,Bronze,"No. 195, Jalan F19",Gombak,Wilayah Persekutuan,68100,2018-07-02
4415,Divya,a/p Ramasamy,Female,019-7483263,1959-11-18,divya4415@gmail.com,Silver,"No. 76, Jalan C16",Wangsa Maju,Wilayah Persekutuan,53300,2018-07-03
4416,Aiman,bin Hassan,Male,010-4337850,1969-07-05,aiman4416@gmail.com,Bronze,"No. 29, Jalan D2",Kuala Lumpur,Wilayah Persekutuan,50000,2018-07-03
4417,Aisyah,binti Zainal,Female,014-6809921,1971-04-30,aisyah4417@gmail.com,Bronze,"No. 289, Jalan A12",Petaling Jaya,Selangor,46300,2018-07-03
4418,Rohani,binti Ismail,Female,011-5443681,1980-02-16,rohani4418@gmail.com,Bronze,"No. 147, Jalan A4",Petaling Jaya,Selangor,47301,2018-07-03
4419,Izzati,binti Hamid,Female,013-7290026,1980-08-11,izzati4419@gmail.com,Bronze,"No. 164, Jalan G13",Gombak,Wilayah Persekutuan,53000,2018-07-03
4420,Zhi Wei,Khoo,Male,018-6169740,1958-10-26,zhi4420@gmail.com,Silver,"No. 77, Jalan A7",Puchong,Selangor,47150,2018-07-03
4421,Zarina,binti Abdullah,Female,011-1505411,1965-07-26,zarina4421@gmail.com,Bronze,"No. 288, Jalan G20",Klang,Selangor,41150,2018-07-03
4422,Faizal,bin Hassan,Male,012-2038135,1962-12-12,faizal4422@gmail.com,Bronze,"No. 80, Jalan A13",Melaka,Melaka,75250,2018-07-03
4423,Rachel,Yap,Female,013-8202768,1961-05-19,rachel4423@gmail.com,Bronze,"No. 201, Jalan A20",Puchong,Selangor,47120,2018-07-03
4424,Nurul Huda,binti Ahmad,Female,013-7429849,1974-10-20,nurul4424@gmail.com,Bronze,"No. 251, Jalan D18",Selayang,Selangor,68100,2018-07-03
4425,Pei Shan,Chan,Female,013-3438278,2000-03-02,pei4425@gmail.com,Bronze,"No. 29, Jalan F1",Gombak,Wilayah Persekutuan,53100,2018-07-03
4426,Vanessa,Lee,Female,019-4675449,1973-04-27,vanessa4426@gmail.com,Gold,"No. 294, Jalan D15",Gombak,Wilayah Persekutuan,53100,2018-07-03
4427,Anisa,binti Hassan,Female,012-5157467,1966-09-25,anisa4427@gmail.com,Bronze,"No. 100, Jalan G9",Petaling Jaya,Selangor,46100,2018-07-04
4428,Nur Aina,binti Rahman,Female,017-6058400,1965-01-05,nur4428@gmail.com,Platinum,"No. 117, Jalan F16",Petaling Jaya,Selangor,47301,2018-07-04
4429,Ling Ling,Chan,Female,015-5017494,1991-05-05,ling4429@gmail.com,Silver,"No. 7, Jalan C18",Gombak,Wilayah Persekutuan,53100,2018-07-04
4430,Hannah,binti Yusof,Female,010-8809335,1995-11-19,hannah4430@gmail.com,Bronze,"No. 229, Jalan B4",Selayang,Selangor,68000,2018-07-04
4431,Nur Aina,binti Ismail,Female,019-5712874,1962-12-30,nur4431@gmail.com,Bronze,"No. 256, Jalan D14",Klang,Selangor,41300,2018-07-04
4432,Mei Ling,Wong,Female,018-4921176,1964-03-01,mei4432@gmail.com,Bronze,"No. 187, Jalan C13",Selayang,Selangor,68000,2018-07-04
4433,Balqis,binti Hamid,Female,019-1518895,1971-05-05,balqis4433@gmail.com,Bronze,"No. 95, Jalan D12",Setapak,Wilayah Persekutuan,53300,2018-07-04
4434,Xin Yi,Chan,Female,011-1657535,1999-08-23,xin4434@gmail.com,Gold,"No. 239, Jalan E4",Wangsa Maju,Wilayah Persekutuan,53300,2018-07-04
4435,Chloe,Sim,Female,010-4048253,1999-01-04,chloe4435@gmail.com,Bronze,"No. 197, Jalan G11",Wangsa Maju,Wilayah Persekutuan,53100,2018-07-04
4436,Suhaila,binti Razak,Female,012-5597373,1967-10-25,suhaila4436@gmail.com,Silver,"No. 237, Jalan E14",Kuala Lumpur,Wilayah Persekutuan,50000,2018-07-05
4437,Hui Min,Loh,Female,018-9762411,1996-02-24,hui4437@gmail.com,Silver,"No. 276, Jalan E5",Petaling Jaya,Selangor,47800,2018-07-05
4438,Adam,bin Hassan,Male,010-1343028,1991-09-13,adam4438@gmail.com,Bronze,"No. 93, Jalan E1",Johor Bahru,Johor,80100,2018-07-05
4439,Jun Hao,Wong,Male,015-9789712,1988-03-10,jun4439@gmail.com,Bronze,"No. 245, Jalan A9",Shah Alam,Selangor,40200,2018-07-05
4440,Nurin,binti Ismail,Female,017-6122697,1985-09-17,nurin4440@gmail.com,Bronze,"No. 161, Jalan C14",Puchong,Selangor,47190,2018-07-05
4441,Hui Min,Lim,Female,012-2043950,1999-02-04,hui4441@gmail.com,Bronze,"No. 134, Jalan D13",Selayang,Selangor,68000,2018-07-05
4442,Meena,a/p Ramasamy,Female,019-4472002,1959-11-15,meena4442@gmail.com,Silver,"No. 55, Jalan G17",Klang,Selangor,41150,2018-07-05
4443,Anisa,binti Ahmad,Female,016-5730437,1986-02-01,anisa4443@gmail.com,Bronze,"No. 54, Jalan A5",Shah Alam,Selangor,40400,2018-07-05
4444,Vanessa,Foo,Female,014-4721511,1985-03-27,vanessa4444@gmail.com,Bronze,"No. 163, Jalan A15",Subang Jaya,Selangor,47600,2018-07-05
4445,Amirul,bin Zainal,Male,014-8579514,1985-05-05,amirul4445@gmail.com,Bronze,"No. 57, Jalan A19",Selayang,Selangor,68000,2018-07-05
4446,Nadia,binti Yusof,Female,015-9474189,1973-01-28,nadia4446@gmail.com,Bronze,"No. 106, Jalan G10",Wangsa Maju,Wilayah Persekutuan,53200,2018-07-05
4447,Balqis,binti Osman,Female,014-1958860,1999-05-09,balqis4447@gmail.com,Gold,"No. 103, Jalan C5",Wangsa Maju,Wilayah Persekutuan,53300,2018-07-05
4448,Suhaila,binti Razak,Female,012-9378831,1969-03-20,suhaila4448@gmail.com,Silver,"No. 138, Jalan A6",Gombak,Wilayah Persekutuan,53000,2018-07-05
4449,Haziq,bin Razak,Male,010-8402292,1959-11-03,haziq4449@gmail.com,Bronze,"No. 36, Jalan C10",Gombak,Wilayah Persekutuan,53100,2018-07-05
4450,Rachel,Chan,Female,011-4228279,1974-08-28,rachel4450@gmail.com,Bronze,"No. 92, Jalan A3",Kuala Lumpur,Wilayah Persekutuan,57000,2018-07-06
4451,Aisyah,binti Zainal,Female,018-7488500,1992-05-09,aisyah4451@gmail.com,Bronze,"No. 36, Jalan G13",Kuala Lumpur,Wilayah Persekutuan,50000,2018-07-06
4452,Anisa,binti Hamid,Female,012-6356001,1983-04-05,anisa4452@gmail.com,Bronze,"No. 84, Jalan F1",Kuala Lumpur,Wilayah Persekutuan,50000,2018-07-06
4453,Fatimah,binti Yusof,Female,018-4407149,1972-04-12,fatimah4453@gmail.com,Silver,"No. 260, Jalan B7",Petaling Jaya,Selangor,46100,2018-07-06
4454,Hannah,binti Rahman,Female,015-1234464,1985-03-25,hannah4454@gmail.com,Bronze,"No. 184, Jalan C5",Petaling Jaya,Selangor,46100,2018-07-06
4455,Izzati,binti Yusof,Female,019-7840256,1989-10-31,izzati4455@gmail.com,Bronze,"No. 286, Jalan G6",Petaling Jaya,Selangor,47300,2018-07-06
4456,Suhaila,binti Ismail,Female,018-4116868,1967-12-30,suhaila4456@gmail.com,Platinum,"No. 21, Jalan A6",Petaling Jaya,Selangor,47800,2018-07-06
4457,Hannah,binti Ismail,Female,013-1246931,1996-12-22,hannah4457@gmail.com,Bronze,"No. 64, Jalan D7",Klang,Selangor,41000,2018-07-06
4458,Aisyah,binti Zainal,Female,017-6716679,1999-12-06,aisyah4458@gmail.com,Bronze,"No. 104, Jalan C1",Kuala Lumpur,Wilayah Persekutuan,57000,2018-07-06
4459,Nurul Huda,binti Hamid,Female,011-9479517,1992-02-28,nurul4459@gmail.com,Bronze,"No. 236, Jalan B9",Puchong,Selangor,47160,2018-07-06
4460,Siti,binti Ahmad,Female,014-9882673,1972-08-15,siti4460@gmail.com,Silver,"No. 151, Jalan C14",Puchong,Selangor,47150,2018-07-06
4461,Shu Fen,Yap,Female,015-7542589,1963-07-02,shu4461@gmail.com,Bronze,"No. 8, Jalan D19",Selayang,Selangor,68000,2018-07-06
4462,Siti,binti Rahman,Female,014-2785131,1974-09-12,siti4462@gmail.com,Bronze,"No. 32, Jalan G4",Setapak,Wilayah Persekutuan,53200,2018-07-06
4463,Danial,bin Osman,Male,015-6457881,1973-04-14,danial4463@gmail.com,Silver,"No. 104, Jalan G3",Setapak,Wilayah Persekutuan,53200,2018-07-06
4464,Aiman,bin Ahmad,Male,017-8423976,1975-03-28,aiman4464@gmail.com,Platinum,"No. 14, Jalan B3",Bukit Jalil,Wilayah Persekutuan,58200,2018-07-06
4465,Jia Yi,Chin,Female,014-4960797,1986-11-21,jia4465@gmail.com,Silver,"No. 74, Jalan A19",Kuala Lumpur,Wilayah Persekutuan,58000,2018-07-07
4466,Nadia,binti Hamid,Female,019-7272180,1965-06-19,nadia4466@gmail.com,Silver,"No. 99, Jalan E5",Petaling Jaya,Selangor,47301,2018-07-07
4467,Thivya,a/p Subramaniam,Female,013-8940453,1993-08-21,thivya4467@gmail.com,Bronze,"No. 253, Jalan C4",Johor Bahru,Johor,81300,2018-07-07
4468,Farah,binti Razak,Female,013-5340713,1959-05-06,farah4468@gmail.com,Silver,"No. 222, Jalan G2",Johor Bahru,Johor,81300,2018-07-07
4469,Nabila,binti Razak,Female,017-7709879,1991-07-25,nabila4469@gmail.com,Bronze,"No. 58, Jalan G3",George Town,Pulau Pinang,10250,2018-07-07
4470,Izzati,binti Zainal,Female,018-9235144,1981-05-30,izzati4470@gmail.com,Bronze,"No. 285, Jalan G19",George Town,Pulau Pinang,10400,2018-07-07
