st_ID,br_ID,st_first_name,st_last_name,st_position,st_address_line,st_city,st_state,st_postcode,st_DOB,st_gender,st_email,st_phone,st_hire_date,st_status
140,7,Zheng Yang,Yap,Receptionist,"No. 129, Jalan 1/14",Klang,Selangor,41200,1991-12-06,Male,zheng.140@glowbeauty.com.my,013-7250694,2017-03-28,Active
141,7,Irfan,bin Ismail,Beauty Therapist,"No. 92, Jalan 15/29",Klang,Selangor,41200,1984-09-26,Male,irfan.141@glowbeauty.com.my,019-3582565,2017-04-04,Active
142,7,Vanessa,Yeoh,Cashier,"No. 239, Jalan 18/7",Klang,Selangor,41200,1982-06-19,Female,vanessa.142@glowbeauty.com.my,011-3150349,2017-04-12,Resigned
143,7,Siti,binti Yusof,Beauty Therapist,"No. 210, Jalan 10/22",Klang,Selangor,41200,1985-12-09,Female,siti.143@glowbeauty.com.my,019-3421211,2017-04-23,Active
144,7,Aina,binti Yusof,Beauty Therapist,"No. 79, Jalan 12/8",Klang,Selangor,41200,1989-10-16,Female,aina.144@glowbeauty.com.my,017-4806777,2017-04-27,Active
145,7,Rachel,Ong,Beauty Therapist,"No. 129, Jalan 14/1",Klang,Selangor,41200,1990-06-03,Female,rachel.145@glowbeauty.com.my,014-5445407,2017-05-06,Resigned
146,7,Kai Xin,Wong,Senior Therapist,"No. 169, Jalan 19/14",Klang,Selangor,41200,1992-10-06,Female,kai.146@glowbeauty.com.my,018-9773588,2017-07-06,Active
147,7,Sze Min,Lee,Receptionist,"No. 175, Jalan 16/24",Klang,Selangor,41200,1984-09-25,Female,sze.147@glowbeauty.com.my,015-1100979,2017-11-16,Active
148,7,Chloe,Ng,Beauty Therapist,"No. 136, Jalan 5/5",Klang,Selangor,41200,1993-12-03,Female,chloe.148@glowbeauty.com.my,010-3448933,2018-08-05,Active
149,7,Jasmine,Foo,Sales Assistant,"No. 175, Jalan 17/18",Klang,Selangor,41200,1996-02-20,Female,jasmine.149@glowbeauty.com.my,012-1429724,2018-09-20,Active
150,7,Emily,Yeoh,Beauty Therapist,"No. 173, Jalan 11/25",Klang,Selangor,41200,1997-08-27,Female,emily.150@glowbeauty.com.my,018-4008008,2019-05-05,Active
151,7,Amelia,binti Abdullah,Beauty Therapist,"No. 16, Jalan 16/21",Klang,Selangor,41200,1993-12-15,Female,amelia.151@glowbeauty.com.my,012-9570881,2019-05-07,Active
152,7,Nurin,binti Zainal,Sales Assistant,"No. 228, Jalan 18/27",Klang,Selangor,41200,1991-01-12,Female,nurin.152@glowbeauty.com.my,011-4131984,2019-06-16,Active
153,7,Nurul Huda,binti Yusof,Beauty Therapist,"No. 143, Jalan 6/24",Klang,Selangor,41200,1994-09-11,Female,nurul.153@glowbeauty.com.my,013-4211271,2022-03-07,Active
154,7,Vikram,a/l Maniam,Beauty Therapist,"No. 27, Jalan 3/17",Klang,Selangor,41200,1986-04-21,Male,vikram.154@glowbeauty.com.my,019-9620424,2022-03-31,Active
155,7,Jasmine,Tan,Cashier,"No. 228, Jalan 4/13",Klang,Selangor,41200,2001-06-26,Female,jasmine.155@glowbeauty.com.my,019-6995027,2022-04-27,Active
156,8,Vanessa,Lim,Branch Manager,"No. 57, Jalan 19/13",Puchong,Selangor,47100,1975-11-08,Female,vanessa.156@glowbeauty.com.my,012-1188447,2016-05-16,Active
157,8,Siti,binti Ismail,Receptionist,"No. 192, Jalan 8/6",Puchong,Selangor,47100,1992-07-28,Female,siti.157@glowbeauty.com.my,019-4753277,2016-07-01,Active
158,8,Nadia,binti Ismail,Receptionist,"No. 45, Jalan 6/30",Puchong,Selangor,47100,1981-11-21,Female,nadia.158@glowbeauty.com.my,019-8362124,2016-08-02,Active
159,8,Yasmin,binti Hassan,Beauty Therapist,"No. 49, Jalan 14/1",Puchong,Selangor,47100,1988-08-02,Female,yasmin.159@glowbeauty.com.my,018-7183112,2016-08-02,Active
160,8,Yee Ling,Ong,Senior Therapist,"No. 45, Jalan 4/18",Puchong,Selangor,47100,1989-12-24,Female,yee.160@glowbeauty.com.my,014-5698633,2016-08-03,Active
161,8,Anisa,binti Hamid,Beauty Therapist,"No. 173, Jalan 1/6",Puchong,Selangor,47100,1979-08-29,Female,anisa.161@glowbeauty.com.my,017-3882303,2016-08-16,Active
162,8,Sze Min,Cheah,Beauty Therapist,"No. 228, Jalan 9/26",Puchong,Selangor,47100,1982-12-02,Female,sze.162@glowbeauty.com.my,011-4652203,2016-08-27,Active
163,8,Nadia,binti Yusof,Beauty Therapist,"No. 171, Jalan 20/5",Puchong,Selangor,47100,1992-05-02,Female,nadia.163@glowbeauty.com.my,015-5535880,2016-09-08,Active
164,8,Balqis,binti Hamid,Beauty Therapist,"No. 42, Jalan 10/25",Puchong,Selangor,47100,1987-06-14,Female,balqis.164@glowbeauty.com.my,015-9264124,2016-09-19,Resigned
165,8,Nadia,binti Ahmad,Sales Assistant,"No. 41, Jalan 7/30",Puchong,Selangor,47100,1983-08-15,Female,nadia.165@glowbeauty.com.my,013-4935644,2016-09-25,Active
166,8,Zulkifli,bin Ismail,Senior Therapist,"No. 137, Jalan 6/9",Puchong,Selangor,47100,1981-10-24,Male,zulkifli.166@glowbeauty.com.my,011-4390193,2016-10-13,Active
167,8,Deepa,a/p Krishnan,Sales Assistant,"No. 191, Jalan 18/13",Puchong,Selangor,47100,1993-08-22,Female,deepa.167@glowbeauty.com.my,010-8063968,2016-10-18,Resigned
168,8,Zarina,binti Abdullah,Beauty Therapist,"No. 200, Jalan 19/6",Puchong,Selangor,47100,1987-01-22,Female,zarina.168@glowbeauty.com.my,010-8864545,2017-05-08,Active
169,8,Hafiz,bin Ismail,Sales Assistant,"No. 77, Jalan 7/24",Puchong,Selangor,47100,1996-04-04,Male,hafiz.169@glowbeauty.com.my,012-6173054,2017-08-02,Active
170,8,Haziq,bin Rahman,Cashier,"No. 140, Jalan 10/26",Puchong,Selangor,47100,1997-05-15,Male,haziq.170@glowbeauty.com.my,019-5659221,2019-04-25,Resigned
171,8,Chloe,Foo,Beauty Therapist,"No. 212, Jalan 17/7",Puchong,Selangor,47100,1986-01-05,Female,chloe.171@glowbeauty.com.my,014-2835296,2019-05-26,Active
172,8,Suhaila,binti Abdullah,Beauty Therapist,"No. 220, Jalan 1/10",Puchong,Selangor,47100,1992-02-01,Female,suhaila.172@glowbeauty.com.my,012-8267118,2019-07-18,Active
173,8,Li Wen,Wong,Beauty Therapist,"No. 245, Jalan 4/22",Puchong,Selangor,47100,1993-09-08,Female,li.173@glowbeauty.com.my,010-8208230,2022-03-21,Active
174,8,Hafiz,bin Osman,Beauty Therapist,"No. 106, Jalan 9/11",Puchong,Selangor,47100,1994-06-29,Male,hafiz.174@glowbeauty.com.my,015-3606390,2022-03-24,Active
175,8,Siti,binti Zainal,Cashier,"No. 39, Jalan 12/27",Puchong,Selangor,47100,1995-06-09,Female,siti.175@glowbeauty.com.my,015-4071590,2022-04-25,Active
176,9,Farah,binti Razak,Branch Manager,"No. 72, Jalan 12/12",Selayang,Selangor,68100,1969-06-30,Female,farah.176@glowbeauty.com.my,011-1400252,2017-04-11,Active
177,9,Nabila,binti Rahman,Cashier,"No. 182, Jalan 4/28",Selayang,Selangor,68100,1995-08-24,Female,nabila.177@glowbeauty.com.my,012-8845822,2017-05-14,Active
178,9,Nadia,binti Ahmad,Beauty Therapist,"No. 223, Jalan 6/9",Selayang,Selangor,68100,1997-01-09,Female,nadia.178@glowbeauty.com.my,013-9559760,2017-05-19,Active
179,9,Nurul Huda,binti Yusof,Senior Therapist,"No. 226, Jalan 18/27",Selayang,Selangor,68100,1983-10-09,Female,nurul.179@glowbeauty.com.my,010-8883186,2017-05-21,Active
180,9,Zarina,binti Zainal,Sales Assistant,"No. 225, Jalan 2/1",Selayang,Selangor,68100,1992-01-02,Female,zarina.180@glowbeauty.com.my,012-3580439,2017-06-02,Active
181,9,Wan Ying,Chua,Beauty Therapist,"No. 224, Jalan 7/3",Selayang,Selangor,68100,1989-11-25,Female,wan.181@glowbeauty.com.my,013-3627614,2017-06-18,Active
182,9,Farah,binti Rahman,Beauty Therapist,"No. 129, Jalan 7/29",Selayang,Selangor,68100,1994-12-15,Female,farah.182@glowbeauty.com.my,012-5004239,2017-07-01,Resigned
183,9,Vanessa,Chua,Beauty Therapist,"No. 85, Jalan 2/1",Selayang,Selangor,68100,1980-07-06,Female,vanessa.183@glowbeauty.com.my,017-9088507,2017-07-07,Active
184,9,Danial,bin Rahman,Beauty Therapist,"No. 207, Jalan 10/19",Selayang,Selangor,68100,1984-08-24,Male,danial.184@glowbeauty.com.my,019-4074709,2017-07-14,Active
185,9,Suhaila,binti Rahman,Receptionist,"No. 237, Jalan 11/3",Selayang,Selangor,68100,1986-08-13,Female,suhaila.185@glowbeauty.com.my,018-3565413,2017-08-06,Resigned
186,9,Zulkifli,bin Razak,Beauty Therapist,"No. 152, Jalan 3/6",Selayang,Selangor,68100,1987-12-18,Male,zulkifli.186@glowbeauty.com.my,012-4218245,2017-08-13,Active
187,9,Mei Ling,Lim,Sales Assistant,"No. 132, Jalan 2/3",Selayang,Selangor,68100,1996-10-26,Female,mei.187@glowbeauty.com.my,013-2617866,2018-08-07,Resigned
188,9,Hafiz,bin Hamid,Cashier,"No. 85, Jalan 10/29",Selayang,Selangor,68100,1993-09-19,Male,hafiz.188@glowbeauty.com.my,013-3700038,2022-02-13,Active
189,9,Jasmine,Tan,Cashier,"No. 187, Jalan 1/6",Selayang,Selangor,68100,1987-10-27,Female,jasmine.189@glowbeauty.com.my,013-9482677,2022-03-25,Active
190,9,Sze Min,Ong,Cashier,"No. 213, Jalan 14/25",Selayang,Selangor,68100,2002-01-26,Female,sze.190@glowbeauty.com.my,016-8269271,2022-06-16,Active
191,10,Sze Min,Teoh,Branch Manager,"No. 17, Jalan 15/9",Setapak,Wilayah Persekutuan,53300,1975-07-23,Female,sze.191@glowbeauty.com.my,010-6106779,2016-07-06,Active
192,10,Wan Ying,Chin,Receptionist,"No. 249, Jalan 7/22",Setapak,Wilayah Persekutuan,53300,1995-03-20,Female,wan.192@glowbeauty.com.my,015-6592885,2016-08-11,Active
193,10,Suhaila,binti Zainal,Beauty Therapist,"No. 44, Jalan 6/10",Setapak,Wilayah Persekutuan,53300,1988-01-16,Female,suhaila.193@glowbeauty.com.my,018-7200715,2016-08-26,Active
194,10,Wei Hong,Loh,Senior Therapist,"No. 179, Jalan 1/14",Setapak,Wilayah Persekutuan,53300,1981-06-25,Male,wei.194@glowbeauty.com.my,010-7179262,2016-08-30,Active
195,10,Nurul Huda,binti Rahman,Senior Therapist,"No. 76, Jalan 14/25",Setapak,Wilayah Persekutuan,53300,1990-05-17,Female,nurul.195@glowbeauty.com.my,010-7986039,2016-09-07,Active
196,10,Sharmila,a/p Ramasamy,Beauty Therapist,"No. 95, Jalan 4/2",Setapak,Wilayah Persekutuan,53300,1991-03-20,Female,sharmila.196@glowbeauty.com.my,018-6966266,2016-09-08,Active
197,10,Alia,binti Osman,Sales Assistant,"No. 130, Jalan 5/29",Setapak,Wilayah Persekutuan,53300,1984-07-06,Female,alia.197@glowbeauty.com.my,016-3971757,2016-09-16,Active
198,10,Grace,Ong,Beauty Therapist,"No. 236, Jalan 2/18",Setapak,Wilayah Persekutuan,53300,1981-07-29,Female,grace.198@glowbeauty.com.my,019-2408602,2016-09-18,Active
199,10,Aiman,bin Razak,Sales Assistant,"No. 245, Jalan 6/4",Setapak,Wilayah Persekutuan,53300,1991-07-18,Male,aiman.199@glowbeauty.com.my,017-4907503,2016-09-25,Active
200,10,Anisa,binti Razak,Cashier,"No. 111, Jalan 9/1",Setapak,Wilayah Persekutuan,53300,1986-08-11,Female,anisa.200@glowbeauty.com.my,010-3703438,2016-10-08,Active
201,10,Nurul Huda,binti Hamid,Beauty Therapist,"No. 228, Jalan 2/1",Setapak,Wilayah Persekutuan,53300,1975-09-14,Female,nurul.201@glowbeauty.com.my,010-4669005,2016-10-15,Active
202,10,Farah,binti Ahmad,Receptionist,"No. 184, Jalan 14/22",Setapak,Wilayah Persekutuan,53300,1983-01-31,Female,farah.202@glowbeauty.com.my,016-4299382,2016-10-26,Active
203,10,Nurin,binti Yusof,Beauty Therapist,"No. 186, Jalan 1/6",Setapak,Wilayah Persekutuan,53300,1992-04-18,Female,nurin.203@glowbeauty.com.my,011-4086763,2016-11-26,Active
204,10,Lakshmi,a/p Ramasamy,Beauty Therapist,"No. 220, Jalan 7/3",Setapak,Wilayah Persekutuan,53300,1992-06-16,Female,lakshmi.204@glowbeauty.com.my,014-7194960,2017-07-29,Active
205,10,Nur Aina,binti Ismail,Beauty Therapist,"No. 48, Jalan 2/2",Setapak,Wilayah Persekutuan,53300,1983-09-07,Female,nur.205@glowbeauty.com.my,016-3374936,2019-04-20,Active
206,10,Faizal,bin Hamid,Sales Assistant,"No. 16, Jalan 4/22",Setapak,Wilayah Persekutuan,53300,1999-11-29,Male,faizal.206@glowbeauty.com.my,011-8631901,2019-08-13,Active
207,11,Divya,a/p Maniam,Branch Manager,"No. 205, Jalan 13/7",Wangsa Maju,Wilayah Persekutuan,53300,1975-08-13,Female,divya.207@glowbeauty.com.my,012-5743841,2016-12-27,Active
208,11,Zulkifli,bin Razak,Beauty Therapist,"No. 156, Jalan 11/8",Wangsa Maju,Wilayah Persekutuan,53300,1992-08-09,Male,zulkifli.208@glowbeauty.com.my,016-4697894,2017-01-18,Resigned
209,11,Hannah,binti Osman,Sales Assistant,"No. 14, Jalan 8/27",Wangsa Maju,Wilayah Persekutuan,53300,1981-04-16,Female,hannah.209@glowbeauty.com.my,016-5198798,2017-02-09,Active
210,11,Kavitha,a/p Rajan,Receptionist,"No. 14, Jalan 9/22",Wangsa Maju,Wilayah Persekutuan,53300,1982-09-08,Female,kavitha.210@glowbeauty.com.my,013-7617472,2017-02-23,Active
211,11,Danial,bin Razak,Beauty Therapist,"No. 3, Jalan 3/17",Wangsa Maju,Wilayah Persekutuan,53300,1992-07-29,Male,danial.211@glowbeauty.com.my,017-4982070,2017-02-27,Active
212,11,Amelia,binti Razak,Cashier,"No. 192, Jalan 9/5",Wangsa Maju,Wilayah Persekutuan,53300,1989-04-07,Female,amelia.212@glowbeauty.com.my,018-5083717,2017-03-07,Resigned
213,11,Anisa,binti Ismail,Beauty Therapist,"No. 72, Jalan 1/13",Wangsa Maju,Wilayah Persekutuan,53300,1987-12-01,Female,anisa.213@glowbeauty.com.my,019-2728446,2017-04-07,Resigned
214,11,Rajesh,a/l Maniam,Beauty Therapist,"No. 240, Jalan 9/22",Wangsa Maju,Wilayah Persekutuan,53300,1987-02-13,Male,rajesh.214@glowbeauty.com.my,017-2833935,2017-04-07,Active
215,11,Jasmine,Ng,Senior Therapist,"No. 42, Jalan 2/14",Wangsa Maju,Wilayah Persekutuan,53300,1991-04-23,Female,jasmine.215@glowbeauty.com.my,011-8753539,2017-04-22,Active
216,11,Kumar,a/l Krishnan,Senior Therapist,"No. 234, Jalan 11/6",Wangsa Maju,Wilayah Persekutuan,53300,1975-10-26,Male,kumar.216@glowbeauty.com.my,014-8274884,2017-04-26,Active
217,11,Wan Ying,Sim,Beauty Therapist,"No. 223, Jalan 9/4",Wangsa Maju,Wilayah Persekutuan,53300,1982-12-11,Female,wan.217@glowbeauty.com.my,019-4112768,2017-04-27,Active
218,11,Anjali,a/p Maniam,Sales Assistant,"No. 122, Jalan 12/4",Wangsa Maju,Wilayah Persekutuan,53300,1993-05-04,Female,anjali.218@glowbeauty.com.my,010-7569665,2017-05-05,Active
219,11,Nabila,binti Hassan,Receptionist,"No. 88, Jalan 13/3",Wangsa Maju,Wilayah Persekutuan,53300,1991-11-29,Female,nabila.219@glowbeauty.com.my,012-2909429,2017-05-11,Active
220,11,Suhaila,binti Razak,Beauty Therapist,"No. 56, Jalan 10/11",Wangsa Maju,Wilayah Persekutuan,53300,1990-12-02,Female,suhaila.220@glowbeauty.com.my,014-7028055,2019-03-01,Resigned
221,11,Sze Min,Lim,Cashier,"No. 29, Jalan 14/3",Wangsa Maju,Wilayah Persekutuan,53300,1994-07-17,Female,sze.221@glowbeauty.com.my,013-4892555,2022-01-29,Active
222,11,Syafiq,bin Yusof,Sales Assistant,"No. 236, Jalan 7/17",Wangsa Maju,Wilayah Persekutuan,53300,2000-11-02,Male,syafiq.222@glowbeauty.com.my,018-3842372,2022-04-26,Active
223,11,Grace,Liew,Beauty Therapist,"No. 32, Jalan 8/1",Wangsa Maju,Wilayah Persekutuan,53300,2002-10-03,Female,grace.223@glowbeauty.com.my,013-2472397,2022-06-09,Active
224,11,Suhaila,binti Ahmad,Cashier,"No. 243, Jalan 3/3",Wangsa Maju,Wilayah Persekutuan,53300,1991-10-09,Female,suhaila.224@glowbeauty.com.my,017-9897295,2022-06-21,Active
225,12,Xin Yi,Teoh,Branch Manager,"No. 82, Jalan 18/8",Gombak,Wilayah Persekutuan,53100,1979-09-28,Female,xin.225@glowbeauty.com.my,015-8244076,2017-06-12,Active
226,12,Jia Yi,Yap,Beauty Therapist,"No. 127, Jalan 11/20",Gombak,Wilayah Persekutuan,53100,1991-04-14,Female,jia.226@glowbeauty.com.my,012-4549205,2017-06-25,Active
227,12,Zarina,binti Abdullah,Receptionist,"No. 75, Jalan 8/22",Gombak,Wilayah Persekutuan,53100,1993-07-25,Female,zarina.227@glowbeauty.com.my,015-8642442,2017-07-22,Active
228,12,Danial,bin Zainal,Senior Therapist,"No. 201, Jalan 5/24",Gombak,Wilayah Persekutuan,53100,1981-05-22,Male,danial.228@glowbeauty.com.my,010-6606795,2017-07-27,Active
229,12,Yong Sheng,Ong,Beauty Therapist,"No. 4, Jalan 14/28",Gombak,Wilayah Persekutuan,53100,1985-01-11,Male,yong.229@glowbeauty.com.my,017-6013778,2017-08-21,Active
230,12,Divya,a/p Rajan,Sales Assistant,"No. 87, Jalan 11/6",Gombak,Wilayah Persekutuan,53100,1989-01-01,Female,divya.230@glowbeauty.com.my,012-9362078,2017-09-01,Active
231,12,Li Wen,Chan,Beauty Therapist,"No. 146, Jalan 18/18",Gombak,Wilayah Persekutuan,53100,1984-10-27,Female,li.231@glowbeauty.com.my,017-7029558,2017-09-24,Active
232,12,Yee Ling,Chong,Cashier,"No. 116, Jalan 17/16",Gombak,Wilayah Persekutuan,53100,1988-04-24,Female,yee.232@glowbeauty.com.my,012-2826503,2017-09-25,Active
233,12,Thivya,a/p Ramasamy,Beauty Therapist,"No. 47, Jalan 18/15",Gombak,Wilayah Persekutuan,53100,1983-10-17,Female,thivya.233@glowbeauty.com.my,016-4044367,2017-09-26,Active
234,12,Nurin,binti Yusof,Beauty Therapist,"No. 98, Jalan 13/29",Gombak,Wilayah Persekutuan,53100,1978-04-13,Female,nurin.234@glowbeauty.com.my,011-3547301,2017-10-21,Active
235,12,Rachel,Lee,Beauty Therapist,"No. 60, Jalan 6/26",Gombak,Wilayah Persekutuan,53100,1995-08-15,Female,rachel.235@glowbeauty.com.my,019-7967901,2017-10-28,Active
236,12,Nurin,binti Osman,Sales Assistant,"No. 122, Jalan 19/8",Gombak,Wilayah Persekutuan,53100,1984-08-28,Female,nurin.236@glowbeauty.com.my,019-3079987,2018-12-31,Active
237,13,Nurin,binti Hassan,Branch Manager,"No. 123, Jalan 13/5",Ipoh,Perak,30000,1983-02-25,Female,nurin.237@glowbeauty.com.my,013-9193783,2018-12-21,Active
238,13,Kai Xin,Yeoh,Receptionist,"No. 166, Jalan 8/5",Ipoh,Perak,30000,1983-04-26,Female,kai.238@glowbeauty.com.my,011-3781770,2019-02-05,Active
239,13,Kai Xin,Lim,Senior Therapist,"No. 13, Jalan 7/19",Ipoh,Perak,30000,1983-12-11,Female,kai.239@glowbeauty.com.my,017-9241447,2019-03-24,Active
240,13,Alia,binti Osman,Beauty Therapist,"No. 10, Jalan 19/2",Ipoh,Perak,30000,1983-10-29,Female,alia.240@glowbeauty.com.my,012-6171222,2019-04-04,Active
241,13,Rohani,binti Ismail,Beauty Therapist,"No. 185, Jalan 2/26",Ipoh,Perak,30000,1995-02-21,Female,rohani.241@glowbeauty.com.my,019-3487164,2019-04-05,Active
242,13,Hannah,binti Yusof,Sales Assistant,"No. 185, Jalan 4/21",Ipoh,Perak,30000,1988-06-25,Female,hannah.242@glowbeauty.com.my,012-6551414,2019-04-15,Active
243,13,Zulkifli,bin Rahman,Beauty Therapist,"No. 15, Jalan 2/9",Ipoh,Perak,30000,1992-06-28,Male,zulkifli.243@glowbeauty.com.my,019-5149072,2019-05-14,Active
244,13,Amelia,binti Razak,Cashier,"No. 38, Jalan 1/30",Ipoh,Perak,30000,1985-03-06,Female,amelia.244@glowbeauty.com.my,019-9618357,2019-05-21,Active
