st_ID,br_ID,st_first_name,st_last_name,st_position,st_address_line,st_city,st_state,st_postcode,st_DOB,st_gender,st_email,st_phone,st_hire_date,st_status
141,8,Nur Aina,binti Rahman,Senior Therapist,"No. 122, Jalan 17/27",Puchong,Selangor,47100,1990-01-22,Female,nur.141@glowbeauty.com.my,010-8394182,2016-10-11,Active
142,8,Suhaila,binti Zainal,Cashier,"No. 168, Jalan 20/5",Puchong,Selangor,47100,1994-07-17,Female,suhaila.142@glowbeauty.com.my,019-8281315,2016-10-11,Active
143,8,Firdaus,bin Razak,Sales Assistant,"No. 89, Jalan 20/27",Puchong,Selangor,47100,1984-01-12,Male,firdaus.143@glowbeauty.com.my,011-6128405,2016-10-17,Resigned
144,8,Izzati,binti Rahman,Senior Therapist,"No. 155, Jalan 14/24",Puchong,Selangor,47100,1992-04-07,Female,izzati.144@glowbeauty.com.my,014-9593777,2016-10-23,Active
145,8,Adam,bin Hassan,Receptionist,"No. 99, Jalan 8/27",Puchong,Selangor,47100,1993-06-23,Male,adam.145@glowbeauty.com.my,019-9877055,2017-08-04,Active
146,8,Alia,binti Osman,Beauty Therapist,"No. 209, Jalan 9/19",Puchong,Selangor,47100,1995-04-20,Female,alia.146@glowbeauty.com.my,017-9585129,2018-03-11,Active
147,8,Shu Fen,Chua,Beauty Therapist,"No. 121, Jalan 11/30",Puchong,Selangor,47100,1986-01-27,Female,shu.147@glowbeauty.com.my,012-2129435,2018-03-19,Active
148,8,Jasmine,Loh,Sales Assistant,"No. 44, Jalan 6/12",Puchong,Selangor,47100,1998-08-13,Female,jasmine.148@glowbeauty.com.my,012-3230822,2019-03-29,Active
149,9,Balqis,binti Hassan,Branch Manager,"No. 90, Jalan 3/3",Selayang,Selangor,68100,1976-01-04,Female,balqis.149@glowbeauty.com.my,018-3001654,2017-04-24,Active
150,9,Amelia,binti Ahmad,Receptionist,"No. 151, Jalan 19/4",Selayang,Selangor,68100,1993-01-29,Female,amelia.150@glowbeauty.com.my,012-2003660,2017-05-20,Active
151,9,Deepa,a/p Muniandy,Sales Assistant,"No. 31, Jalan 2/24",Selayang,Selangor,68100,1987-04-08,Female,deepa.151@glowbeauty.com.my,012-5067867,2017-05-26,Active
152,9,Rachel,Khoo,Beauty Therapist,"No. 144, Jalan 5/17",Selayang,Selangor,68100,1990-01-20,Female,rachel.152@glowbeauty.com.my,017-8632183,2017-06-20,Active
153,9,Adam,bin Osman,Beauty Therapist,"No. 191, Jalan 6/9",Selayang,Selangor,68100,1987-11-14,Male,adam.153@glowbeauty.com.my,011-1626215,2017-06-28,Active
154,9,Aiman,bin Zainal,Beauty Therapist,"No. 32, Jalan 14/18",Selayang,Selangor,68100,1985-07-01,Male,aiman.154@glowbeauty.com.my,010-5343188,2017-07-22,Active
155,9,Shu Fen,Foo,Cashier,"No. 187, Jalan 2/16",Selayang,Selangor,68100,1997-10-26,Female,shu.155@glowbeauty.com.my,010-7436446,2017-07-28,Resigned
156,9,Deepa,a/p Subramaniam,Beauty Therapist,"No. 186, Jalan 15/29",Selayang,Selangor,68100,1996-12-25,Female,deepa.156@glowbeauty.com.my,017-7366545,2017-08-01,Resigned
157,9,Balqis,binti Osman,Sales Assistant,"No. 24, Jalan 10/3",Selayang,Selangor,68100,1996-04-21,Female,balqis.157@glowbeauty.com.my,017-6279100,2017-08-08,Active
158,9,Rachel,Sim,Senior Therapist,"No. 205, Jalan 5/4",Selayang,Selangor,68100,1977-09-17,Female,rachel.158@glowbeauty.com.my,018-7597459,2017-09-13,Active
159,9,Arjun,a/l Rajan,Beauty Therapist,"No. 70, Jalan 10/25",Selayang,Selangor,68100,1990-10-20,Male,arjun.159@glowbeauty.com.my,016-1959022,2017-10-16,Active
160,9,Deepa,a/p Maniam,Beauty Therapist,"No. 198, Jalan 3/14",Selayang,Selangor,68100,1989-06-28,Female,deepa.160@glowbeauty.com.my,019-8899658,2018-02-26,Active
161,10,Rachel,Chan,Branch Manager,"No. 15, Jalan 10/18",Setapak,Wilayah Persekutuan,53300,1969-08-27,Female,rachel.161@glowbeauty.com.my,011-8530924,2016-07-18,Active
162,10,Xin Yi,Loh,Beauty Therapist,"No. 193, Jalan 4/10",Setapak,Wilayah Persekutuan,53300,1994-02-02,Female,xin.162@glowbeauty.com.my,019-7433332,2016-08-23,Active
163,10,Jasmine,Lee,Beauty Therapist,"No. 241, Jalan 11/27",Setapak,Wilayah Persekutuan,53300,1990-06-02,Female,jasmine.163@glowbeauty.com.my,011-5492630,2016-08-25,Active
164,10,Aina,binti Hassan,Senior Therapist,"No. 18, Jalan 6/6",Setapak,Wilayah Persekutuan,53300,1975-11-27,Female,aina.164@glowbeauty.com.my,012-6306076,2016-08-28,Active
165,10,Amirul,bin Yusof,Beauty Therapist,"No. 222, Jalan 12/4",Setapak,Wilayah Persekutuan,53300,1975-03-16,Male,amirul.165@glowbeauty.com.my,019-3796655,2016-08-28,Active
166,10,Nurul Huda,binti Hamid,Sales Assistant,"No. 93, Jalan 12/9",Setapak,Wilayah Persekutuan,53300,1987-08-04,Female,nurul.166@glowbeauty.com.my,016-4208368,2016-09-09,Active
167,10,Yee Ling,Wong,Beauty Therapist,"No. 120, Jalan 1/12",Setapak,Wilayah Persekutuan,53300,1983-07-10,Female,yee.167@glowbeauty.com.my,012-6185270,2016-09-24,Active
168,10,Pei Shan,Yeoh,Beauty Therapist,"No. 206, Jalan 16/2",Setapak,Wilayah Persekutuan,53300,1978-12-04,Female,pei.168@glowbeauty.com.my,011-9670710,2016-09-27,Active
169,10,Nurin,binti Hassan,Beauty Therapist,"No. 10, Jalan 20/28",Setapak,Wilayah Persekutuan,53300,1992-07-18,Female,nurin.169@glowbeauty.com.my,013-3165380,2016-11-13,Active
170,10,Lakshmi,a/p Rajan,Beauty Therapist,"No. 103, Jalan 3/16",Setapak,Wilayah Persekutuan,53300,1994-04-14,Female,lakshmi.170@glowbeauty.com.my,019-7916758,2016-11-17,Active
171,10,Suhaila,binti Zainal,Cashier,"No. 171, Jalan 19/2",Setapak,Wilayah Persekutuan,53300,1994-08-18,Female,suhaila.171@glowbeauty.com.my,013-2798557,2016-11-24,Resigned
172,10,Zarina,binti Ismail,Senior Therapist,"No. 144, Jalan 5/18",Setapak,Wilayah Persekutuan,53300,1982-03-18,Female,zarina.172@glowbeauty.com.my,019-8401258,2016-11-27,Active
173,10,Emily,Yap,Receptionist,"No. 86, Jalan 8/5",Setapak,Wilayah Persekutuan,53300,1983-12-09,Female,emily.173@glowbeauty.com.my,012-7451355,2016-12-01,Active
174,10,Danial,bin Abdullah,Receptionist,"No. 150, Jalan 16/29",Setapak,Wilayah Persekutuan,53300,1991-06-11,Male,danial.174@glowbeauty.com.my,014-6041876,2017-07-05,Active
175,10,Zulkifli,bin Zainal,Sales Assistant,"No. 37, Jalan 16/9",Setapak,Wilayah Persekutuan,53300,1997-12-28,Male,zulkifli.175@glowbeauty.com.my,013-7473318,2018-01-08,Active
176,10,Fatimah,binti Zainal,Sales Assistant,"No. 249, Jalan 7/21",Setapak,Wilayah Persekutuan,53300,1989-12-15,Female,fatimah.176@glowbeauty.com.my,014-3726249,2019-02-01,Active
177,11,Nadia,binti Hamid,Branch Manager,"No. 43, Jalan 6/20",Wangsa Maju,Wilayah Persekutuan,53300,1980-01-31,Female,nadia.177@glowbeauty.com.my,012-1373127,2016-12-15,Active
178,11,Aisyah,binti Rahman,Cashier,"No. 95, Jalan 12/2",Wangsa Maju,Wilayah Persekutuan,53300,1988-12-04,Female,aisyah.178@glowbeauty.com.my,013-7610562,2017-01-24,Resigned
179,11,Yasmin,binti Osman,Sales Assistant,"No. 50, Jalan 3/18",Wangsa Maju,Wilayah Persekutuan,53300,1986-07-24,Female,yasmin.179@glowbeauty.com.my,011-9066314,2017-02-10,Active
180,11,Vikram,a/l Maniam,Beauty Therapist,"No. 219, Jalan 2/14",Wangsa Maju,Wilayah Persekutuan,53300,1989-01-02,Male,vikram.180@glowbeauty.com.my,010-5306503,2017-02-17,Active
181,11,Rohani,binti Yusof,Senior Therapist,"No. 151, Jalan 4/11",Wangsa Maju,Wilayah Persekutuan,53300,1986-08-14,Female,rohani.181@glowbeauty.com.my,013-6605152,2017-03-19,Active
182,11,Zarina,binti Rahman,Beauty Therapist,"No. 96, Jalan 20/16",Wangsa Maju,Wilayah Persekutuan,53300,1990-04-18,Female,zarina.182@glowbeauty.com.my,017-7784288,2017-03-29,Active
183,11,Grace,Yap,Beauty Therapist,"No. 211, Jalan 1/28",Wangsa Maju,Wilayah Persekutuan,53300,1995-11-25,Female,grace.183@glowbeauty.com.my,017-4413683,2017-04-02,Resigned
184,11,Faizal,bin Osman,Receptionist,"No. 104, Jalan 2/13",Wangsa Maju,Wilayah Persekutuan,53300,1987-02-13,Male,faizal.184@glowbeauty.com.my,011-1751876,2017-04-12,Active
185,11,Xin Yi,Ng,Receptionist,"No. 143, Jalan 5/9",Wangsa Maju,Wilayah Persekutuan,53300,1985-12-30,Female,xin.185@glowbeauty.com.my,018-5489962,2017-04-20,Active
186,11,Chloe,Tan,Sales Assistant,"No. 144, Jalan 11/8",Wangsa Maju,Wilayah Persekutuan,53300,1992-12-11,Female,chloe.186@glowbeauty.com.my,017-3561019,2017-04-24,Resigned
187,11,Amelia,binti Hassan,Beauty Therapist,"No. 215, Jalan 8/18",Wangsa Maju,Wilayah Persekutuan,53300,1992-09-01,Female,amelia.187@glowbeauty.com.my,017-3472047,2017-04-26,Active
188,11,Nurin,binti Zainal,Senior Therapist,"No. 99, Jalan 15/20",Wangsa Maju,Wilayah Persekutuan,53300,1986-08-30,Female,nurin.188@glowbeauty.com.my,016-3128365,2017-05-13,Active
189,11,Adam,bin Ismail,Beauty Therapist,"No. 194, Jalan 2/9",Wangsa Maju,Wilayah Persekutuan,53300,1984-04-06,Male,adam.189@glowbeauty.com.my,012-7006937,2017-09-02,Active
190,11,Daniel,Ng,Beauty Therapist,"No. 45, Jalan 16/18",Wangsa Maju,Wilayah Persekutuan,53300,1993-03-09,Male,daniel.190@glowbeauty.com.my,013-5811648,2017-12-20,Active
191,12,Sze Min,Chong,Branch Manager,"No. 171, Jalan 6/4",Gombak,Wilayah Persekutuan,53100,1984-08-21,Female,sze.191@glowbeauty.com.my,017-6171931,2017-06-18,Active
192,12,Zulkifli,bin Osman,Cashier,"No. 216, Jalan 18/26",Gombak,Wilayah Persekutuan,53100,1988-04-18,Male,zulkifli.192@glowbeauty.com.my,012-9981012,2017-06-24,Active
193,12,Balqis,binti Ismail,Beauty Therapist,"No. 15, Jalan 16/16",Gombak,Wilayah Persekutuan,53100,1986-08-12,Female,balqis.193@glowbeauty.com.my,011-8327117,2017-07-23,Active
194,12,Chloe,Chin,Sales Assistant,"No. 9, Jalan 18/28",Gombak,Wilayah Persekutuan,53100,1985-06-24,Female,chloe.194@glowbeauty.com.my,013-6319097,2017-07-24,Active
195,12,Alia,binti Yusof,Beauty Therapist,"No. 167, Jalan 19/12",Gombak,Wilayah Persekutuan,53100,1979-08-22,Female,alia.195@glowbeauty.com.my,012-6707446,2017-08-08,Active
196,12,Meena,a/p Muniandy,Senior Therapist,"No. 176, Jalan 16/5",Gombak,Wilayah Persekutuan,53100,1987-09-29,Female,meena.196@glowbeauty.com.my,019-2710587,2017-09-22,Active
197,12,Sze Min,Chin,Beauty Therapist,"No. 213, Jalan 1/26",Gombak,Wilayah Persekutuan,53100,1989-05-06,Female,sze.197@glowbeauty.com.my,016-7896427,2017-10-03,Active
198,12,Firdaus,bin Ahmad,Beauty Therapist,"No. 198, Jalan 9/27",Gombak,Wilayah Persekutuan,53100,1981-10-30,Male,firdaus.198@glowbeauty.com.my,012-9037788,2017-10-05,Active
199,12,Fatimah,binti Rahman,Beauty Therapist,"No. 26, Jalan 7/7",Gombak,Wilayah Persekutuan,53100,1992-04-19,Female,fatimah.199@glowbeauty.com.my,016-3614873,2018-01-28,Active
200,12,Izzati,binti Abdullah,Beauty Therapist,"No. 220, Jalan 2/20",Gombak,Wilayah Persekutuan,53100,1994-03-17,Female,izzati.200@glowbeauty.com.my,011-4728053,2018-04-08,Active
201,12,Hui Min,Goh,Sales Assistant,"No. 61, Jalan 18/2",Gombak,Wilayah Persekutuan,53100,1997-10-05,Female,hui.201@glowbeauty.com.my,017-9728805,2018-06-06,Active
202,12,Zulkifli,bin Zainal,Receptionist,"No. 53, Jalan 13/30",Gombak,Wilayah Persekutuan,53100,1993-02-19,Male,zulkifli.202@glowbeauty.com.my,016-3209899,2018-06-14,Active
